,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter
0,bpd_any,6.422100572860549e-57,0.6094519995414281,0.392846668355385,0.6544530616382805,0.5504803640893217,0
0,nec_any,6.163582672341946e-10,0.5650444673579081,0.12009061981000838,0.6252424309504775,0.25157411040622324,0
0,ivh_any,6.08614772923384e-85,0.6340243497494308,0.4490755278733657,0.6657391489508278,0.5788162782286534,0
0,bpd_any,6.836280724874186e-38,0.5885645370101109,0.37544560621836115,0.6300737952825087,0.5263696163474397,1
0,nec_any,2.4381958392711896e-08,0.5586334447171194,0.11622583822410543,0.6149726063900915,0.23963875590512157,1
0,ivh_any,1.0333892906727722e-75,0.6263349222867035,0.42973801309985704,0.6589183030788872,0.5684200540477446,1
0,bpd_any,9.359587447821756e-47,0.5988381912133142,0.3880476036589455,0.6407455984725602,0.5374736649559728,2
0,nec_any,8.762694316885054e-08,0.556253160544146,0.11534539165127908,0.6118755801990101,0.23519686061717004,2
0,ivh_any,4.951419438184234e-69,0.6204962133263681,0.4252540230241021,0.6531084264660907,0.5567077435159187,2
0,bpd_any,1.3487302167898681e-55,0.6080967307176092,0.3936511636203598,0.6483911403419844,0.5366733023973497,3
0,nec_any,5.364791601026268e-06,0.5478251787149613,0.11481967316266362,0.6087690484913456,0.24161104486658014,3
0,ivh_any,2.544369305275111e-71,0.622504866198641,0.42494634645915585,0.6592332165324867,0.56678045496476,3
0,bpd_any,7.888144006435573e-44,0.5955819110146743,0.38679046768894193,0.6335282234218708,0.5315623658038136,4
0,nec_any,4.1947422142631544e-07,0.5532025678661882,0.11983754679512712,0.6097144446152215,0.24897900687766772,4
0,ivh_any,1.1438065089620013e-72,0.6237308634393917,0.42054752862921485,0.6540247755576223,0.5539142272841355,4
0,bpd_any,2.5606786746791915e-44,0.5961255564379027,0.37978083820245856,0.6329153571911327,0.5172591081289155,5
0,nec_any,1.4533572361402636e-07,0.5552841852037694,0.1188368677075202,0.6086196991036781,0.24365653452285835,5
0,ivh_any,8.504579164655578e-73,0.6238309661123624,0.42516496301005374,0.6547668106062267,0.5583591343919494,5
0,bpd_any,4.928016162156176e-55,0.6075443822141194,0.39851219756350137,0.6449661754021357,0.5446727658829393,6
0,nec_any,1.4057402006551413e-05,0.5456551762150637,0.11753169333491306,0.6068682673956592,0.24924306136664462,6
0,ivh_any,9.048903351386738e-77,0.6272393544523808,0.44130349745336245,0.660821457536786,0.5771350822038623,6
0,bpd_any,6.9624931726879894e-46,0.5978746309055117,0.3934092682254339,0.6340206495843471,0.5368043087255638,7
0,nec_any,1.3353605300716875e-07,0.5554456267364138,0.11631809233810961,0.6138055222862474,0.242566523764432,7
0,ivh_any,4.961771543380073e-74,0.6248969796918699,0.424113202725881,0.6577699701787293,0.5604041532363289,7
0,bpd_any,4.395515500985243e-46,0.5980994779549927,0.3768495331801052,0.6402893412915652,0.5215883215309011,8
0,nec_any,3.528003901774539e-12,0.5731202946519965,0.128887315530529,0.6326850893244672,0.2645537400692351,8
0,ivh_any,7.422240804586226e-80,0.6298461919998444,0.4271962732616984,0.6596596074698263,0.556787238999762,8
0,bpd_any,7.706400892839432e-56,0.6083552017157302,0.39164194859677914,0.6471565372397946,0.5330994777953814,9
0,nec_any,4.156196302615924e-07,0.553210476870565,0.1211666836654737,0.6043397999845979,0.2489422831573408,9
0,ivh_any,8.09674503478529e-80,0.6298044420300627,0.4462890216984887,0.660940763495508,0.5804615203351867,9
