,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,4.734007426932675e-14,0.5682398365421225,0.12864663263020343,0.6125776597764141,0.20025558740984276,0,37
0,rop_any,5.227985550843989e-104,0.6213432372697725,0.5237687264798595,0.6317091987733312,0.5586249400706903,0,37
0,bpd_any,7.156066394869438e-125,0.642345235236673,0.4214081687482188,0.6558061802305735,0.47303337522132094,0,37
0,ivh_any,7.915228876865735e-142,0.6514566338076933,0.4604148726990598,0.678810855973828,0.5487684456373373,0,37
0,nec_any,3.4387885726151684e-14,0.5686161888589218,0.1268373767845569,0.6142685202188813,0.19841001016127874,1,37
0,rop_any,5.8834560284338336e-111,0.6254061625135428,0.5283201681866543,0.6361651585116648,0.563146276814578,1,37
0,bpd_any,5.416294863296061e-137,0.6492008402517871,0.4286598404205305,0.6630834498756092,0.48093512215327916,1,37
0,ivh_any,3.752231285536805e-145,0.6532465663503716,0.4606171979307343,0.6821193001948802,0.5495113088897325,1,37
0,nec_any,8.720438786386429e-12,0.5617872876068208,0.1269168628741561,0.6056041419922995,0.19701898083924485,2,37
0,rop_any,8.157656021700448e-108,0.6235855427952329,0.5240220111991449,0.6337866755151044,0.5586038086886546,2,37
0,bpd_any,4.767133558604605e-135,0.648122302963594,0.4269550113204008,0.6617643675048778,0.4784367112291224,2,37
0,ivh_any,4.319479397504826e-146,0.6537483409146274,0.46036032735402777,0.6814776575174779,0.5475343951073333,2,37
0,nec_any,2.8099662196542834e-15,0.571498525534955,0.1278001046864613,0.614782361765082,0.19871115573568263,3,37
0,rop_any,6.813840572015741e-113,0.6265151375947996,0.5267650560750521,0.6376869431675941,0.5625114692563585,3,37
0,bpd_any,5.323622783774129e-139,0.6503061939178236,0.4303689412124487,0.663987457235746,0.481258389631623,3,37
0,ivh_any,1.0003961752446112e-148,0.6551481160017203,0.4620355584533797,0.6834154369413026,0.5504748633398077,3,37
0,nec_any,1.120025562293886e-14,0.5699214107235664,0.1281902820468837,0.6153653904086693,0.20110939608203143,4,37
0,rop_any,8.569511411412757e-113,0.6264583488624053,0.5295175499565645,0.6373540366375045,0.5655746251591489,4,37
0,bpd_any,2.9698148492009606e-136,0.6487918607817249,0.42894642146996037,0.662557577305555,0.4814921652510674,4,37
0,ivh_any,6.049567979906744e-144,0.6525988324673107,0.45718971613523196,0.6806076709129869,0.5449796261382407,4,37
