outcome,AUROC,AUPRC,quantile_split,quantile_assignment,metab
ivh_any,0.707874094931617,0.7245523029515868,CIT_quant_3,1.0,CIT
ivh_any,0.7258409257035452,0.659933624805913,CIT_quant_3,2.0,CIT
nec_any,0.66267854177047,0.8582404502765536,CIT_quant_3,0.0,CIT
nec_any,0.695480989839397,0.8800655837634349,CIT_quant_3,1.0,CIT
nec_any,0.7216969337042478,0.8687903303083739,CIT_quant_3,2.0,CIT
rop_any,0.6743373827198027,0.6515417519662683,CIT_quant_3,0.0,CIT
rop_any,0.6858292177459115,0.6492160906595172,CIT_quant_3,1.0,CIT
rop_any,0.702244896888466,0.6028453406299553,CIT_quant_3,2.0,CIT
bpd_any,0.7123597522501287,0.7380312493866035,C16OH_quant_3,0.0,C16OH
bpd_any,0.7224757294325028,0.7305722318302276,C16OH_quant_3,1.0,C16OH
bpd_any,0.7086954583662344,0.6878138661088541,C16OH_quant_3,2.0,C16OH
ivh_any,0.6911534809590018,0.6863418772320291,C16OH_quant_3,0.0,C16OH
ivh_any,0.7293381568674886,0.729461886177896,C16OH_quant_3,1.0,C16OH
ivh_any,0.710075655933214,0.6822304455579036,C16OH_quant_3,2.0,C16OH
nec_any,0.6794736334127472,0.8692830237530433,C16OH_quant_3,0.0,C16OH
nec_any,0.7165917305827383,0.8864512523194336,C16OH_quant_3,1.0,C16OH
nec_any,0.6840750700704492,0.8469119004138319,C16OH_quant_3,2.0,C16OH
rop_any,0.6812449593556313,0.6424075944525698,C16OH_quant_3,0.0,C16OH
rop_any,0.7004565486927334,0.64350133006653,C16OH_quant_3,1.0,C16OH
rop_any,0.6871142712333573,0.6195417509954514,C16OH_quant_3,2.0,C16OH
bpd_any,0.695952307562978,0.7203743576544988,C181OH_quant_3,0.0,C181OH
bpd_any,0.7313584410784224,0.7319429252571138,C181OH_quant_3,1.0,C181OH
bpd_any,0.7092345439769957,0.7034701388173561,C181OH_quant_3,2.0,C181OH
ivh_any,0.6694559292128618,0.6733535996549234,C181OH_quant_3,0.0,C181OH
ivh_any,0.7363689707360881,0.7260524292082186,C181OH_quant_3,1.0,C181OH
ivh_any,0.7132975680579143,0.6969579640997976,C181OH_quant_3,2.0,C181OH
nec_any,0.668591891439102,0.8627148209199533,C181OH_quant_3,0.0,C181OH
nec_any,0.7217507668555874,0.8744310577301211,C181OH_quant_3,1.0,C181OH
nec_any,0.678289240636128,0.8679933365313316,C181OH_quant_3,2.0,C181OH
rop_any,0.6576817432704632,0.6185482031137393,C181OH_quant_3,0.0,C181OH
rop_any,0.7109704779719446,0.6535300470031451,C181OH_quant_3,1.0,C181OH
rop_any,0.6886534609915506,0.628805355759898,C181OH_quant_3,2.0,C181OH
bpd_any,0.6783696340233982,0.6345329741779704,C14_quant_3,0.0,C14
bpd_any,0.7192748307847657,0.7119634362828225,C14_quant_3,1.0,C14
bpd_any,0.7340599486089667,0.7708391373226241,C14_quant_3,2.0,C14
ivh_any,0.6931187599381267,0.6240619563302405,C14_quant_3,0.0,C14
ivh_any,0.7043718243959498,0.6729243972957533,C14_quant_3,1.0,C14
ivh_any,0.7174820584308779,0.7640295357372732,C14_quant_3,2.0,C14
nec_any,0.6615942988627522,0.8132204827262146,C14_quant_3,0.0,C14
nec_any,0.6851868848446706,0.8586982266908192,C14_quant_3,1.0,C14
nec_any,0.7123691722169362,0.9037817866677098,C14_quant_3,2.0,C14
rop_any,0.6675669257340241,0.5527949918236901,C14_quant_3,0.0,C14
rop_any,0.6776294961648675,0.6012349099745439,C14_quant_3,1.0,C14
rop_any,0.7084315577204368,0.7066119338550279,C14_quant_3,2.0,C14
bpd_any,0.7064194040711713,0.6679670674180063,C12_quant_3,0.0,C12
bpd_any,0.7033601841196779,0.704377524808314,C12_quant_3,1.0,C12
bpd_any,0.7280498150598935,0.7597166294569662,C12_quant_3,2.0,C12
ivh_any,0.7053076825360072,0.6461147438288369,C12_quant_3,0.0,C12
ivh_any,0.7059319422150884,0.6827595663244496,C12_quant_3,1.0,C12
ivh_any,0.7193844960788576,0.7478482645242677,C12_quant_3,2.0,C12
nec_any,0.6850197077485098,0.839969480005194,C12_quant_3,0.0,C12
nec_any,0.6899864935064935,0.8668336425211686,C12_quant_3,1.0,C12
nec_any,0.7004283924047184,0.8875015255988615,C12_quant_3,2.0,C12
rop_any,0.6808826578490368,0.5667971151685566,C12_quant_3,0.0,C12
rop_any,0.6770503715937242,0.6072602685980862,C12_quant_3,1.0,C12
rop_any,0.7058398252814804,0.6978734943094087,C12_quant_3,2.0,C12
bpd_any,0.7393604068491827,0.7455793156310455,PHE_quant_3,0.0,PHE
bpd_any,0.7099673380511704,0.6996632245474171,PHE_quant_3,1.0,PHE
bpd_any,0.6904329303559085,0.703490988778088,PHE_quant_3,2.0,PHE
ivh_any,0.7391021346719334,0.7515768869086411,PHE_quant_3,0.0,PHE
ivh_any,0.7030708710932859,0.6669842786019884,PHE_quant_3,1.0,PHE
ivh_any,0.6971061449761001,0.6814006097684605,PHE_quant_3,2.0,PHE
nec_any,0.7114141071176509,0.8775160190839781,PHE_quant_3,0.0,PHE
nec_any,0.6897575478413802,0.8590991842545102,PHE_quant_3,1.0,PHE
nec_any,0.6786588411588411,0.8665062332062904,PHE_quant_3,2.0,PHE
rop_any,0.704547531862143,0.6688951726267631,PHE_quant_3,0.0,PHE
rop_any,0.690532909077243,0.6183105541967834,PHE_quant_3,1.0,PHE
rop_any,0.675995381430164,0.613996299871231,PHE_quant_3,2.0,PHE
bpd_any,0.6817394399620313,0.6859876799307815,TYR_quant_3,0.0,TYR
bpd_any,0.7186698922951125,0.7498523283144253,TYR_quant_3,1.0,TYR
bpd_any,0.7377166558267437,0.7131723216447436,TYR_quant_3,2.0,TYR
ivh_any,0.670500898735093,0.6777421762337628,TYR_quant_3,0.0,TYR
ivh_any,0.7110727869034925,0.7328141902482329,TYR_quant_3,1.0,TYR
ivh_any,0.7406201538224164,0.6854707271391727,TYR_quant_3,2.0,TYR
nec_any,0.6619877162226772,0.8596543204348492,TYR_quant_3,0.0,TYR
nec_any,0.6917910478883342,0.890584220950529,TYR_quant_3,1.0,TYR
nec_any,0.7149608748713776,0.848461623715365,TYR_quant_3,2.0,TYR
rop_any,0.6583946804825813,0.6058051004516926,TYR_quant_3,0.0,TYR
rop_any,0.6949693090821372,0.6708814770322109,TYR_quant_3,1.0,TYR
rop_any,0.7098110374170943,0.6216783481337147,TYR_quant_3,2.0,TYR
bpd_any,0.706629289923013,0.6801833412335943,PRO_quant_3,0.0,PRO
bpd_any,0.7324611322816681,0.7547341018018934,PRO_quant_3,1.0,PRO
bpd_any,0.7020253286929621,0.7126773508978623,PRO_quant_3,2.0,PRO
ivh_any,0.7111029101798677,0.702034215987183,PRO_quant_3,0.0,PRO
ivh_any,0.6950329364122467,0.7118011858611663,PRO_quant_3,1.0,PRO
ivh_any,0.7277746776704161,0.6928928766415636,PRO_quant_3,2.0,PRO
nec_any,0.6863333568721606,0.8386991804342111,PRO_quant_3,0.0,PRO
nec_any,0.6868820834338076,0.8859433461805186,PRO_quant_3,1.0,PRO
nec_any,0.7056657572898871,0.8761241193111371,PRO_quant_3,2.0,PRO
rop_any,0.6855842506781998,0.6179035827567385,PRO_quant_3,0.0,PRO
rop_any,0.6912042383911712,0.6554982372607752,PRO_quant_3,1.0,PRO
rop_any,0.6921980448514898,0.6283018529575359,PRO_quant_3,2.0,PRO
bpd_any,0.7183111570886692,0.6996863721684907,C101_quant_3,0.0,C101
bpd_any,0.7299952306606187,0.7417175032937416,C101_quant_3,1.0,C101
bpd_any,0.6941244684963278,0.710968910584941,C101_quant_3,2.0,C101
ivh_any,0.711796485049214,0.6756262305297689,C101_quant_3,0.0,C101
ivh_any,0.7142390926280322,0.7131241002914483,C101_quant_3,1.0,C101
ivh_any,0.7083412682250243,0.7126610008061265,C101_quant_3,2.0,C101
nec_any,0.6895538015463918,0.869052869558024,C101_quant_3,0.0,C101
nec_any,0.7078515181611804,0.884080332479117,C101_quant_3,1.0,C101
nec_any,0.6870683693697847,0.853505525008939,C101_quant_3,2.0,C101
rop_any,0.6833975954132371,0.6056347580600832,C101_quant_3,0.0,C101
rop_any,0.708051138294635,0.675157133259911,C101_quant_3,1.0,C101
rop_any,0.6789969787588248,0.622160578018869,C101_quant_3,2.0,C101
bpd_any,0.7077020148611876,0.6612754063676428,RO_C_quant_3,0.0,RO_C
bpd_any,0.7167141066485612,0.7392116382378323,RO_C_quant_3,1.0,RO_C
bpd_any,0.6712774799540577,0.7234544742053797,RO_C_quant_3,2.0,RO_C
ivh_any,0.7228447233388895,0.6400193513157677,RO_C_quant_3,0.0,RO_C
ivh_any,0.7040158045196143,0.7290828110321527,RO_C_quant_3,1.0,RO_C
ivh_any,0.6512988058998707,0.7034476876056582,RO_C_quant_3,2.0,RO_C
nec_any,0.7060796789126816,0.8431935741662326,RO_C_quant_3,0.0,RO_C
nec_any,0.7102603230861372,0.8926529009069273,RO_C_quant_3,1.0,RO_C
nec_any,0.6286219224981606,0.8557233841835957,RO_C_quant_3,2.0,RO_C
rop_any,0.6940979539120384,0.5901268843821661,RO_C_quant_3,0.0,RO_C
rop_any,0.6889581243167968,0.6536696070787986,RO_C_quant_3,1.0,RO_C
rop_any,0.6556499716689633,0.638499601648196,RO_C_quant_3,2.0,RO_C
bpd_any,0.7224274904232635,0.7597215279117262,R8_10_quant_3,0.0,R8_10
bpd_any,0.720516408578026,0.7182543981812068,R8_10_quant_3,1.0,R8_10
bpd_any,0.7004413347685683,0.6641760423024302,R8_10_quant_3,2.0,R8_10
ivh_any,0.7135099215505306,0.7404251293631678,R8_10_quant_3,0.0,R8_10
ivh_any,0.7290542851154428,0.712452724277967,R8_10_quant_3,1.0,R8_10
ivh_any,0.6953043521966216,0.642356968449288,R8_10_quant_3,2.0,R8_10
nec_any,0.6999502339006669,0.8938298725051544,R8_10_quant_3,0.0,R8_10
nec_any,0.6976735291546463,0.8681758653089393,R8_10_quant_3,1.0,R8_10
nec_any,0.6845814752165668,0.8346271588154839,R8_10_quant_3,2.0,R8_10
rop_any,0.6923118104258021,0.6940613592160807,R8_10_quant_3,0.0,R8_10
rop_any,0.6985781977495232,0.6314434077203424,R8_10_quant_3,1.0,R8_10
rop_any,0.6788718178336997,0.5643215828056556,R8_10_quant_3,2.0,R8_10
bpd_any,0.736929014162911,0.7445369386892536,ARG_quant_3,0.0,ARG
bpd_any,0.7065713159524748,0.7081430640662032,ARG_quant_3,1.0,ARG
bpd_any,0.6965583099252243,0.6941510582288314,ARG_quant_3,2.0,ARG
ivh_any,0.7405800720784337,0.7540832758176146,ARG_quant_3,0.0,ARG
ivh_any,0.6943422385751613,0.6630037561546707,ARG_quant_3,1.0,ARG
ivh_any,0.7046167035286002,0.6779571132632001,ARG_quant_3,2.0,ARG
nec_any,0.7263536460056775,0.8910205916472156,ARG_quant_3,0.0,ARG
nec_any,0.6667322375706709,0.8471749243515623,ARG_quant_3,1.0,ARG
nec_any,0.6855696074973547,0.8600221985081118,ARG_quant_3,2.0,ARG
rop_any,0.716563532946548,0.686206103631462,ARG_quant_3,0.0,ARG
rop_any,0.6802441517294853,0.6026529322927864,ARG_quant_3,1.0,ARG
rop_any,0.672186249472139,0.6047198152538562,ARG_quant_3,2.0,ARG
bpd_any,0.7123433383692698,0.7078781161098251,C18OH_quant_3,0.0,C18OH
bpd_any,0.7198282557831006,0.7337375047768275,C18OH_quant_3,1.0,C18OH
ivh_any,0.7131115118513951,0.6893494530253187,C18OH_quant_3,0.0,C18OH
ivh_any,0.7112691242512503,0.7194324563851205,C18OH_quant_3,1.0,C18OH
nec_any,0.6963198463010432,0.8726627945232599,C18OH_quant_3,0.0,C18OH
nec_any,0.693120172639558,0.8637324473460551,C18OH_quant_3,1.0,C18OH
rop_any,0.6877806536479651,0.6212613954413462,C18OH_quant_3,0.0,C18OH
rop_any,0.6956099798474864,0.6559988842317531,C18OH_quant_3,1.0,C18OH
bpd_any,0.6985524456911201,0.6688992299562424,C081_quant_3,0.0,C081
bpd_any,0.7221379335135624,0.7303404895009475,C081_quant_3,1.0,C081
bpd_any,0.7025896207354385,0.7335809947810275,C081_quant_3,2.0,C081
ivh_any,0.7051456405897546,0.6405392919120839,C081_quant_3,0.0,C081
ivh_any,0.7174671698434731,0.7120835824266588,C081_quant_3,1.0,C081
ivh_any,0.6908036581754641,0.7264279281219999,C081_quant_3,2.0,C081
nec_any,0.683249058633674,0.8426410207882368,C081_quant_3,0.0,C081
nec_any,0.6839530524148889,0.8736336857002702,C081_quant_3,1.0,C081
nec_any,0.6956248781567722,0.8763306904063267,C081_quant_3,2.0,C081
rop_any,0.6783905325443786,0.5823783711974398,C081_quant_3,0.0,C081
rop_any,0.7055798456433665,0.6634074019586251,C081_quant_3,1.0,C081
rop_any,0.6699809327475943,0.6391730529384001,C081_quant_3,2.0,C081
bpd_any,0.750496307802208,0.7361423488563924,RF_Y_quant_3,0.0,RF_Y
bpd_any,0.7169668187344771,0.7380182505454012,RF_Y_quant_3,1.0,RF_Y
bpd_any,0.6613260466888244,0.6752790280711172,RF_Y_quant_3,2.0,RF_Y
ivh_any,0.751571542070624,0.711742544964836,RF_Y_quant_3,0.0,RF_Y
ivh_any,0.7028769584776875,0.7129182077770486,RF_Y_quant_3,1.0,RF_Y
ivh_any,0.6669668568896953,0.6742874013899998,RF_Y_quant_3,2.0,RF_Y
nec_any,0.7231343594877571,0.8606517624878107,RF_Y_quant_3,0.0,RF_Y
nec_any,0.6895418722221374,0.8720136825100182,RF_Y_quant_3,1.0,RF_Y
nec_any,0.6563550033431794,0.8713294118493011,RF_Y_quant_3,2.0,RF_Y
rop_any,0.7258285452970261,0.6552910525381648,RF_Y_quant_3,0.0,RF_Y
rop_any,0.6809366062643333,0.6405968015720553,RF_Y_quant_3,1.0,RF_Y
rop_any,0.6533823633163692,0.6065951423364904,RF_Y_quant_3,2.0,RF_Y
bpd_any,0.6868735077489447,0.6552963766733354,ALA_quant_3,0.0,ALA
bpd_any,0.725846224866238,0.7142641039979227,ALA_quant_3,1.0,ALA
bpd_any,0.7190486121369586,0.7650124472729494,ALA_quant_3,2.0,ALA
ivh_any,0.6940911155818027,0.665938759689503,ALA_quant_3,0.0,ALA
ivh_any,0.7113370105417846,0.6975705962249878,ALA_quant_3,1.0,ALA
ivh_any,0.7335432403676263,0.7343819356865395,ALA_quant_3,2.0,ALA
nec_any,0.6749793191715182,0.8294456633255103,ALA_quant_3,0.0,ALA
nec_any,0.6913194795564095,0.8756846665515838,ALA_quant_3,1.0,ALA
nec_any,0.7054939379780144,0.8896447940379422,ALA_quant_3,2.0,ALA
rop_any,0.6616463387458589,0.5656844254303592,ALA_quant_3,0.0,ALA
rop_any,0.7017821094573042,0.646216682077519,ALA_quant_3,1.0,ALA
rop_any,0.7008191232486045,0.6764441354104984,ALA_quant_3,2.0,ALA
bpd_any,0.7123530375650321,0.7154063474360627,C03DC_quant_3,0.0,C03DC
bpd_any,0.6922491383975617,0.7148219359846371,C03DC_quant_3,1.0,C03DC
bpd_any,0.743162371158149,0.7258086375421403,C03DC_quant_3,2.0,C03DC
ivh_any,0.6868641937105946,0.6727083133182334,C03DC_quant_3,0.0,C03DC
ivh_any,0.6958811992154665,0.7068130477297145,C03DC_quant_3,1.0,C03DC
ivh_any,0.7434688641301835,0.7108792270142705,C03DC_quant_3,2.0,C03DC
nec_any,0.6611832524271846,0.8589880787232965,C03DC_quant_3,0.0,C03DC
nec_any,0.6798495922749168,0.8732878088277742,C03DC_quant_3,1.0,C03DC
nec_any,0.7266759737146403,0.8680822276865174,C03DC_quant_3,2.0,C03DC
rop_any,0.6699199954445805,0.5924654398761594,C03DC_quant_3,0.0,C03DC
rop_any,0.674776542753122,0.6494345614563808,C03DC_quant_3,1.0,C03DC
rop_any,0.7197853714036893,0.6424739389566317,C03DC_quant_3,2.0,C03DC
bpd_any,0.6885723140953266,0.721823134488595,R3_2_quant_3,0.0,R3_2
bpd_any,0.7183102119889552,0.7219130237217747,R3_2_quant_3,1.0,R3_2
bpd_any,0.7328428944742913,0.7167109527480506,R3_2_quant_3,2.0,R3_2
ivh_any,0.6928099412124971,0.741534932733041,R3_2_quant_3,0.0,R3_2
ivh_any,0.7131775511726284,0.7097547959937585,R3_2_quant_3,1.0,R3_2
ivh_any,0.7213832674674971,0.6591838333227769,R3_2_quant_3,2.0,R3_2
nec_any,0.6558145392226109,0.8681624248103325,R3_2_quant_3,0.0,R3_2
nec_any,0.6808222967907757,0.872878498405232,R3_2_quant_3,1.0,R3_2
nec_any,0.7292861718439764,0.8675502338880936,R3_2_quant_3,2.0,R3_2
rop_any,0.6613808626588179,0.6439369657818728,R3_2_quant_3,0.0,R3_2
rop_any,0.6888008822098854,0.6422039315093736,R3_2_quant_3,1.0,R3_2
rop_any,0.7120559985501992,0.6231990525301171,R3_2_quant_3,2.0,R3_2
bpd_any,0.7310357352933784,0.7397407040912476,VAL_quant_3,0.0,VAL
bpd_any,0.7167614724866633,0.7353721351148619,VAL_quant_3,1.0,VAL
bpd_any,0.6936067350170875,0.6718854763123774,VAL_quant_3,2.0,VAL
ivh_any,0.7209062339386672,0.7396978750656439,VAL_quant_3,0.0,VAL
ivh_any,0.7067558063859315,0.6869640530408418,VAL_quant_3,1.0,VAL
ivh_any,0.7094438706977435,0.6753915923228613,VAL_quant_3,2.0,VAL
nec_any,0.7012010817690105,0.8718480558631347,VAL_quant_3,0.0,VAL
nec_any,0.7021427097762976,0.8827816450068144,VAL_quant_3,1.0,VAL
nec_any,0.6768219832735962,0.8466986552139961,VAL_quant_3,2.0,VAL
rop_any,0.7011490478701148,0.6589366664057722,VAL_quant_3,0.0,VAL
rop_any,0.6912305681776838,0.6531714753573303,VAL_quant_3,1.0,VAL
rop_any,0.6763974944353373,0.5865497840379965,VAL_quant_3,2.0,VAL
bpd_any,0.6993792042364392,0.6988952171329714,C121_quant_3,0.0,C121
bpd_any,0.717468430611598,0.7071258812827206,C121_quant_3,1.0,C121
bpd_any,0.720681351169156,0.7364102010835262,C121_quant_3,2.0,C121
ivh_any,0.7125642996723951,0.7007507270058654,C121_quant_3,0.0,C121
ivh_any,0.7031996738971704,0.6698295067801792,C121_quant_3,1.0,C121
ivh_any,0.7207411062832749,0.7277869313288134,C121_quant_3,2.0,C121
nec_any,0.6808135014900877,0.8701296021545939,C121_quant_3,0.0,C121
nec_any,0.6971938500488615,0.8675361882800754,C121_quant_3,1.0,C121
nec_any,0.6995718178279486,0.8713455773512493,C121_quant_3,2.0,C121
rop_any,0.6865206991031103,0.6288348018116492,C121_quant_3,0.0,C121
rop_any,0.6850731470427551,0.6074412471066261,C121_quant_3,1.0,C121
rop_any,0.6976901822081274,0.6607945462396148,C121_quant_3,2.0,C121
bpd_any,0.7152623235162893,0.7286730118958784,R14_12_quant_3,0.0,R14_12
bpd_any,0.7363255968646627,0.736874017148435,R14_12_quant_3,1.0,R14_12
bpd_any,0.6968440665043723,0.6940811864132002,R14_12_quant_3,2.0,R14_12
ivh_any,0.7004301974920567,0.6979286722501628,R14_12_quant_3,0.0,R14_12
ivh_any,0.7336641111986816,0.7229964129773222,R14_12_quant_3,1.0,R14_12
ivh_any,0.705740862330562,0.6885191126942553,R14_12_quant_3,2.0,R14_12
nec_any,0.6687679059606613,0.8665790101455348,R14_12_quant_3,0.0,R14_12
nec_any,0.7257366507488605,0.8768299795190522,R14_12_quant_3,1.0,R14_12
nec_any,0.69099366024531,0.865476820065716,R14_12_quant_3,2.0,R14_12
rop_any,0.6893575812604283,0.6450746881824609,R14_12_quant_3,0.0,R14_12
rop_any,0.7115578974550765,0.6514026087040671,R14_12_quant_3,1.0,R14_12
rop_any,0.6741398621406751,0.6131994884639738,R14_12_quant_3,2.0,R14_12
bpd_any,0.7016584858512457,0.6888128458048282,C02_quant_3,0.0,C02
bpd_any,0.7342238405233759,0.7434684097063909,C02_quant_3,1.0,C02
bpd_any,0.7026515151515151,0.7185437359193966,C02_quant_3,2.0,C02
ivh_any,0.7031594207018093,0.6406357394128308,C02_quant_3,0.0,C02
ivh_any,0.7106288541873881,0.7038534260945339,C02_quant_3,1.0,C02
ivh_any,0.7034253135159567,0.7428475410862151,C02_quant_3,2.0,C02
nec_any,0.676249688490921,0.8366485777338803,C02_quant_3,0.0,C02
nec_any,0.7179017091489739,0.8934073641330408,C02_quant_3,1.0,C02
nec_any,0.6824369891134381,0.8686415482558443,C02_quant_3,2.0,C02
rop_any,0.6780770533856056,0.5935158883412595,C02_quant_3,0.0,C02
rop_any,0.7010480248761949,0.6592040503274221,C02_quant_3,1.0,C02
rop_any,0.6868760880933025,0.6447590465254229,C02_quant_3,2.0,C02
bpd_any,0.7222343540554201,0.7087243185733152,C182_quant_3,0.0,C182
bpd_any,0.7035115293250327,0.7018807133733236,C182_quant_3,1.0,C182
bpd_any,0.6891728421970356,0.7286413971452956,C182_quant_3,2.0,C182
ivh_any,0.7236726194731843,0.6889214858089783,C182_quant_3,0.0,C182
ivh_any,0.6981289371327104,0.6909958878088723,C182_quant_3,1.0,C182
ivh_any,0.6786815125398794,0.7065171461791729,C182_quant_3,2.0,C182
nec_any,0.7084129323362991,0.8731139548903393,C182_quant_3,0.0,C182
nec_any,0.6954642518190447,0.8697565599866677,C182_quant_3,1.0,C182
nec_any,0.6576594235364396,0.856309109536455,C182_quant_3,2.0,C182
rop_any,0.7075735124022853,0.6524986699853728,C182_quant_3,0.0,C182
rop_any,0.6806578784789794,0.6196512651700363,C182_quant_3,1.0,C182
rop_any,0.6662572733768886,0.6249526081128501,C182_quant_3,2.0,C182
bpd_any,0.6861266268266464,0.678441846751165,OXP_quant_3,0.0,OXP
bpd_any,0.71036430960344,0.6907529213910171,OXP_quant_3,1.0,OXP
bpd_any,0.7457642205708066,0.7702458612345753,OXP_quant_3,2.0,OXP
ivh_any,0.686783279687672,0.6580677828175696,OXP_quant_3,0.0,OXP
ivh_any,0.6973417627920734,0.6802717261519431,OXP_quant_3,1.0,OXP
ivh_any,0.7487071144817624,0.7498634931542904,OXP_quant_3,2.0,OXP
nec_any,0.6583307197018615,0.8380928606416865,OXP_quant_3,0.0,OXP
nec_any,0.6884515383504262,0.8575513862978132,OXP_quant_3,1.0,OXP
nec_any,0.7316901408450704,0.89870118243881,OXP_quant_3,2.0,OXP
rop_any,0.6652105560022562,0.5985187386636586,OXP_quant_3,0.0,OXP
rop_any,0.6804522718528105,0.6085972398866604,OXP_quant_3,1.0,OXP
rop_any,0.7228617939445403,0.6861098563979608,OXP_quant_3,2.0,OXP
bpd_any,0.7447675901831726,0.7696100437609144,RA_O_quant_3,0.0,RA_O
bpd_any,0.7029378949228934,0.6909305560016086,RA_O_quant_3,1.0,RA_O
bpd_any,0.6951193775484199,0.6775705642085935,RA_O_quant_3,2.0,RA_O
ivh_any,0.7298240117688723,0.7591748486565804,RA_O_quant_3,0.0,RA_O
ivh_any,0.6964370653921947,0.6698945599360603,RA_O_quant_3,1.0,RA_O
ivh_any,0.7072221747874925,0.6595650566241664,RA_O_quant_3,2.0,RA_O
nec_any,0.7209793491864831,0.8960848183778307,RA_O_quant_3,0.0,RA_O
nec_any,0.6935141509433963,0.8585781860989269,RA_O_quant_3,1.0,RA_O
nec_any,0.6659891598915989,0.8408306578878046,RA_O_quant_3,2.0,RA_O
rop_any,0.7236803357137598,0.7004147944659151,RA_O_quant_3,0.0,RA_O
rop_any,0.6781104790567691,0.5960645555390097,RA_O_quant_3,1.0,RA_O
rop_any,0.66796875,0.5890291449735916,RA_O_quant_3,2.0,RA_O
bpd_any,0.6867784519575879,0.6315006188418386,C16_quant_3,0.0,C16
bpd_any,0.6984441223849318,0.6620576092001421,C16_quant_3,1.0,C16
bpd_any,0.7090524718267492,0.7900451307342047,C16_quant_3,2.0,C16
ivh_any,0.7065880687868857,0.6189324177641304,C16_quant_3,0.0,C16
ivh_any,0.6946411078155486,0.648217749243617,C16_quant_3,1.0,C16
ivh_any,0.6729031238294607,0.7691800118534349,C16_quant_3,2.0,C16
nec_any,0.6726850090866827,0.8125781956256488,C16_quant_3,0.0,C16
nec_any,0.6728913045330244,0.835743705415242,C16_quant_3,1.0,C16
nec_any,0.6773411728648971,0.9085702002006294,C16_quant_3,2.0,C16
rop_any,0.6702199644558378,0.5454771412329431,C16_quant_3,0.0,C16
rop_any,0.6737851784556538,0.5783470528165675,C16_quant_3,1.0,C16
rop_any,0.683824241944704,0.7124349912940479,C16_quant_3,2.0,C16
bpd_any,0.745302136569939,0.7954926616822477,RF_C_quant_3,0.0,RF_C
bpd_any,0.6944245496854842,0.682575629780912,RF_C_quant_3,1.0,RF_C
bpd_any,0.6797233131913302,0.6209575134160435,RF_C_quant_3,2.0,RF_C
ivh_any,0.7291647959692706,0.769341835609334,RF_C_quant_3,0.0,RF_C
ivh_any,0.6965530291084551,0.6632751818405489,RF_C_quant_3,1.0,RF_C
ivh_any,0.691603480897205,0.6276948306041279,RF_C_quant_3,2.0,RF_C
nec_any,0.7074374048384369,0.9097411741242221,RF_C_quant_3,0.0,RF_C
nec_any,0.6683796614504244,0.8433322062973214,RF_C_quant_3,1.0,RF_C
nec_any,0.6780977136535068,0.8183090101910926,RF_C_quant_3,2.0,RF_C
rop_any,0.7103156411140454,0.7122397681216803,RF_C_quant_3,0.0,RF_C
rop_any,0.6747572958213439,0.5940068929121606,RF_C_quant_3,1.0,RF_C
rop_any,0.6639128371389216,0.5531214507753867,RF_C_quant_3,2.0,RF_C
bpd_any,0.7322118605499194,0.7404040626969146,FC_quant_3,0.0,FC
bpd_any,0.71494581532856,0.7197441571898711,FC_quant_3,1.0,FC
bpd_any,0.6989518374307817,0.6961883815099785,FC_quant_3,2.0,FC
ivh_any,0.7261982685158883,0.7003058459296778,FC_quant_3,0.0,FC
ivh_any,0.7155986749437163,0.715156782411706,FC_quant_3,1.0,FC
ivh_any,0.6908984235066471,0.6881972876366187,FC_quant_3,2.0,FC
nec_any,0.6962670585765274,0.8717678177120798,FC_quant_3,0.0,FC
nec_any,0.7070445025092281,0.884665219403754,FC_quant_3,1.0,FC
nec_any,0.6811633948092115,0.8476976206693683,FC_quant_3,2.0,FC
rop_any,0.7036195523950355,0.6569361371723303,FC_quant_3,0.0,FC
rop_any,0.6882199514744308,0.6279751007946675,FC_quant_3,1.0,FC
rop_any,0.6810642698914898,0.6231600047930492,FC_quant_3,2.0,FC
bpd_any,0.7105848209396561,0.7002245252413422,ORN_quant_3,0.0,ORN
bpd_any,0.7359349682163779,0.7426195167821866,ORN_quant_3,1.0,ORN
bpd_any,0.6820573806255255,0.7017367203703637,ORN_quant_3,2.0,ORN
ivh_any,0.7279132262018616,0.7023221126634955,ORN_quant_3,0.0,ORN
ivh_any,0.7193890092910321,0.7088094404061883,ORN_quant_3,1.0,ORN
ivh_any,0.6723891506043866,0.6872648237046658,ORN_quant_3,2.0,ORN
nec_any,0.6888735186026345,0.8498167745589803,ORN_quant_3,0.0,ORN
nec_any,0.7000237041719343,0.8855027633205452,ORN_quant_3,1.0,ORN
nec_any,0.6786877202372987,0.8620954795522555,ORN_quant_3,2.0,ORN
rop_any,0.6834670457362091,0.6179643631029814,ORN_quant_3,0.0,ORN
rop_any,0.7113879932618355,0.6618628846911967,ORN_quant_3,1.0,ORN
rop_any,0.6655928823439179,0.6169540294389948,ORN_quant_3,2.0,ORN
bpd_any,0.707343412526998,0.7506335479556661,C051_quant_3,0.0,C051
bpd_any,0.74692956583294,0.7375826504044479,C051_quant_3,1.0,C051
bpd_any,0.6899527138317303,0.6626198179076609,C051_quant_3,2.0,C051
ivh_any,0.6925677852386595,0.719977154211249,C051_quant_3,0.0,C051
ivh_any,0.7427523440212986,0.7202031199432635,C051_quant_3,1.0,C051
