,train_loss,test_loss,epoch,fold,iter
0,1.1740354299545288,1.160092830657959,0,0,0
0,1.155844807624817,1.156376838684082,1,0,0
0,1.1508808135986328,1.151065468788147,2,0,0
0,1.1460294723510742,1.1486198902130127,3,0,0
0,1.142285704612732,1.1443114280700684,4,0,0
0,1.1380525827407837,1.1395796537399292,5,0,0
0,1.133601188659668,1.1363515853881836,6,0,0
0,1.1290124654769897,1.1353996992111206,7,0,0
0,1.1253360509872437,1.1335580348968506,8,0,0
0,1.11996328830719,1.1319113969802856,9,0,0
0,1.1148309707641602,1.1309679746627808,10,0,0
0,1.1122137308120728,1.1352038383483887,11,0,0
0,1.1058231592178345,1.1339478492736816,12,0,0
0,1.103371262550354,1.133567214012146,13,0,0
0,1.0978108644485474,1.1371376514434814,14,0,0
0,1.0941468477249146,1.1394166946411133,15,0,0
0,1.1745063066482544,1.160252571105957,0,1,0
0,1.1567573547363281,1.154457926750183,1,1,0
0,1.1518477201461792,1.1500250101089478,2,1,0
0,1.1470955610275269,1.1468380689620972,3,1,0
0,1.1424247026443481,1.1456974744796753,4,1,0
0,1.1382535696029663,1.1426514387130737,5,1,0
0,1.1335244178771973,1.1403478384017944,6,1,0
0,1.1301277875900269,1.1389936208724976,7,1,0
0,1.1253477334976196,1.1359058618545532,8,1,0
0,1.120927333831787,1.135184645652771,9,1,0
0,1.1162214279174805,1.1337450742721558,10,1,0
0,1.1123018264770508,1.1296721696853638,11,1,0
0,1.1089590787887573,1.1292823553085327,12,1,0
0,1.1038451194763184,1.1287951469421387,13,1,0
0,1.1006394624710083,1.1310145854949951,14,1,0
0,1.096696138381958,1.1304523944854736,15,1,0
0,1.0924562215805054,1.1342999935150146,16,1,0
0,1.0901633501052856,1.136807918548584,17,1,0
0,1.0831271409988403,1.1404693126678467,18,1,0
0,1.173658013343811,1.1603702306747437,0,2,0
0,1.1559826135635376,1.156924843788147,1,2,0
0,1.1519174575805664,1.1483625173568726,2,2,0
0,1.1477900743484497,1.1437023878097534,3,2,0
0,1.1432021856307983,1.1386799812316895,4,2,0
0,1.1389893293380737,1.1372097730636597,5,2,0
0,1.1357066631317139,1.1326183080673218,6,2,0
0,1.1312612295150757,1.1295599937438965,7,2,0
0,1.126665711402893,1.1274425983428955,8,2,0
0,1.1214889287948608,1.1251298189163208,9,2,0
0,1.115965723991394,1.1263248920440674,10,2,0
0,1.110757827758789,1.128758192062378,11,2,0
0,1.1071984767913818,1.1322191953659058,12,2,0
0,1.1036075353622437,1.1334577798843384,13,2,0
0,1.0980550050735474,1.1322004795074463,14,2,0
0,1.173874855041504,1.1604561805725098,0,3,0
0,1.1569372415542603,1.153878092765808,1,3,0
0,1.151323914527893,1.1494710445404053,2,3,0
0,1.1455073356628418,1.1465888023376465,3,3,0
0,1.1403697729110718,1.1472042798995972,4,3,0
0,1.136222004890442,1.1461107730865479,5,3,0
0,1.1318227052688599,1.1438047885894775,6,3,0
0,1.1274378299713135,1.1424368619918823,7,3,0
0,1.1243672370910645,1.1421068906784058,8,3,0
0,1.1191807985305786,1.1399288177490234,9,3,0
0,1.1138081550598145,1.1388397216796875,10,3,0
0,1.1110048294067383,1.1372628211975098,11,3,0
0,1.1069307327270508,1.1415048837661743,12,3,0
0,1.1028079986572266,1.139162540435791,13,3,0
0,1.099484920501709,1.1407933235168457,14,3,0
0,1.0934964418411255,1.1437668800354004,15,3,0
0,1.088746428489685,1.144901156425476,16,3,0
0,1.173923134803772,1.1609646081924438,0,4,0
0,1.155601978302002,1.1588078737258911,1,4,0
0,1.1512600183486938,1.150890588760376,2,4,0
0,1.1468530893325806,1.1480205059051514,3,4,0
0,1.1427574157714844,1.1448607444763184,4,4,0
0,1.1386805772781372,1.1430798768997192,5,4,0
0,1.1349502801895142,1.1403801441192627,6,4,0
0,1.1298656463623047,1.1390002965927124,7,4,0
0,1.1269809007644653,1.1377123594284058,8,4,0
0,1.1217156648635864,1.1377073526382446,9,4,0
0,1.1157450675964355,1.1346323490142822,10,4,0
0,1.110548973083496,1.1372326612472534,11,4,0
0,1.1068000793457031,1.1369171142578125,12,4,0
0,1.1029962301254272,1.140169620513916,13,4,0
0,1.0985687971115112,1.1386805772781372,14,4,0
0,1.0939198732376099,1.1350041627883911,15,4,0
0,1.1743792295455933,1.1588375568389893,0,0,1
0,1.1575071811676025,1.1536986827850342,1,0,1
0,1.1514630317687988,1.14949369430542,2,0,1
0,1.1473349332809448,1.1456893682479858,3,0,1
0,1.1425795555114746,1.1447051763534546,4,0,1
0,1.1396783590316772,1.1405457258224487,5,0,1
0,1.1354541778564453,1.138075828552246,6,0,1
0,1.1301344633102417,1.1357907056808472,7,0,1
0,1.1265028715133667,1.1320712566375732,8,0,1
0,1.1212443113327026,1.1306878328323364,9,0,1
0,1.1171497106552124,1.1318778991699219,10,0,1
0,1.11272132396698,1.131429672241211,11,0,1
0,1.107688307762146,1.1320099830627441,12,0,1
0,1.1041089296340942,1.1385035514831543,13,0,1
0,1.1005451679229736,1.13987135887146,14,0,1
0,1.1734764575958252,1.1603007316589355,0,1,1
0,1.156004786491394,1.157336711883545,1,1,1
0,1.1511952877044678,1.1490622758865356,2,1,1
0,1.1482995748519897,1.145202398300171,3,1,1
0,1.1425162553787231,1.1408218145370483,4,1,1
0,1.1391704082489014,1.1380302906036377,5,1,1
0,1.1369341611862183,1.1375761032104492,6,1,1
0,1.131079077720642,1.133857011795044,7,1,1
0,1.127342700958252,1.1314336061477661,8,1,1
0,1.1237541437149048,1.1288336515426636,9,1,1
0,1.1185404062271118,1.1266790628433228,10,1,1
0,1.1142629384994507,1.1251119375228882,11,1,1
0,1.1099340915679932,1.1261330842971802,12,1,1
0,1.1077154874801636,1.1269159317016602,13,1,1
0,1.103187918663025,1.1287670135498047,14,1,1
0,1.0986794233322144,1.1277319192886353,15,1,1
0,1.0960673093795776,1.129665732383728,16,1,1
0,1.1739182472229004,1.1615020036697388,0,2,1
0,1.155859112739563,1.1600278615951538,1,2,1
0,1.1513723134994507,1.151643991470337,2,2,1
0,1.1462520360946655,1.1477965116500854,3,2,1
0,1.1425484418869019,1.1457363367080688,4,2,1
0,1.1391420364379883,1.1418308019638062,5,2,1
0,1.1363431215286255,1.1400706768035889,6,2,1
0,1.1314467191696167,1.1395249366760254,7,2,1
0,1.1268831491470337,1.1373993158340454,8,2,1
0,1.1233172416687012,1.135488748550415,9,2,1
0,1.1182012557983398,1.135967493057251,10,2,1
0,1.1127415895462036,1.1364811658859253,11,2,1
0,1.1103461980819702,1.1355981826782227,12,2,1
0,1.105151653289795,1.140725016593933,13,2,1
0,1.0994921922683716,1.142852544784546,14,2,1
0,1.173994541168213,1.1597989797592163,0,3,1
0,1.1564712524414062,1.1517733335494995,1,3,1
0,1.1514803171157837,1.1482399702072144,2,3,1
0,1.1465340852737427,1.1439448595046997,3,3,1
0,1.1419769525527954,1.1415939331054688,4,3,1
0,1.138281226158142,1.1393496990203857,5,3,1
0,1.1338434219360352,1.1343687772750854,6,3,1
0,1.129388451576233,1.1303520202636719,7,3,1
0,1.1252384185791016,1.128896713256836,8,3,1
0,1.121408462524414,1.1257659196853638,9,3,1
0,1.1158913373947144,1.1237796545028687,10,3,1
0,1.1122674942016602,1.1251921653747559,11,3,1
0,1.1106740236282349,1.124680757522583,12,3,1
0,1.1079927682876587,1.1258713006973267,13,3,1
0,1.1035932302474976,1.1314116716384888,14,3,1
0,1.1006357669830322,1.1249268054962158,15,3,1
0,1.1746336221694946,1.1606100797653198,0,4,1
0,1.1558188199996948,1.1555432081222534,1,4,1
0,1.1509584188461304,1.150351881980896,2,4,1
0,1.1459845304489136,1.1488621234893799,3,4,1
0,1.1413530111312866,1.1478219032287598,4,4,1
0,1.1364034414291382,1.1451035737991333,5,4,1
0,1.1319586038589478,1.1426903009414673,6,4,1
0,1.1276350021362305,1.1413307189941406,7,4,1
0,1.1225656270980835,1.1404420137405396,8,4,1
0,1.117721676826477,1.1406543254852295,9,4,1
0,1.1124516725540161,1.1424696445465088,10,4,1
0,1.1097936630249023,1.141420841217041,11,4,1
0,1.1057047843933105,1.1406941413879395,12,4,1
0,1.1017298698425293,1.1487981081008911,13,4,1
