,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,2.0543172461154894e-11,0.5606642475885222,0.12535320638677439,0.5870592917304589,0.18511374040054449,0,11
0,rop_any,8.925611365961134e-78,0.604599315276273,0.5078631545756046,0.6139384121963091,0.5411964693712488,0,11
0,bpd_any,4.720629370121266e-89,0.6198248450849144,0.40451376692056756,0.6296271149258083,0.45063730312802724,0,11
0,ivh_any,1.3798059830740648e-56,0.5946860838271479,0.39404206342149894,0.6156081378719338,0.47109672034635486,0,11
0,nec_any,6.802284691217439e-11,0.5590607125640057,0.12413970536175462,0.5827709168135091,0.18052076724614635,1,11
0,rop_any,1.0058928702675332e-79,0.6059332957746479,0.5126469603720121,0.6153447400404873,0.5452983707891553,1,11
0,bpd_any,1.2916376386165866e-89,0.6202112069009909,0.4074004318356077,0.62964363291059,0.45444717784082017,1,11
0,ivh_any,9.429791820335384e-59,0.5965395780278264,0.3966335674682917,0.618078911853382,0.4748332571113123,1,11
0,nec_any,1.7720184207313308e-11,0.5608594133409771,0.12782295807146934,0.5871540129290245,0.18841242078216824,2,11
0,rop_any,2.1549635012156537e-70,0.5993824312026003,0.5053907511566682,0.60814143602876,0.5381917759143204,2,11
0,bpd_any,2.010267707395141e-79,0.6130117422462047,0.39920876649774667,0.6220816994774679,0.4458355048127195,2,11
0,ivh_any,3.270753788191508e-58,0.5960805391226537,0.3960958279327376,0.6159168718881095,0.4728077246342216,2,11
0,nec_any,3.2882774500379133e-12,0.5630421572502131,0.12642141153597264,0.5886415677628619,0.18563372402115924,3,11
0,rop_any,4.1257373817419233e-75,0.6027466262188516,0.5108139793828019,0.6115988100508818,0.5430980200696688,3,11
0,bpd_any,1.6329229391246185e-87,0.6187620728164874,0.4046305171957959,0.6278169055082558,0.45087608692815956,3,11
0,ivh_any,1.700650024307624e-57,0.5954687039813399,0.39645404390699535,0.6166226462663726,0.47402217725649687,3,11
0,nec_any,2.28423988896939e-09,0.5540935315356007,0.12368687325008591,0.5784651967621729,0.18111316367654764,4,11
0,rop_any,2.5262421333814397e-75,0.6028959479956664,0.5068780793509347,0.6119041385252243,0.5398594082301233,4,11
0,bpd_any,1.7675339621690388e-87,0.6187382074285248,0.4008737713369138,0.6278416709343903,0.4479969481646741,4,11
0,ivh_any,3.6604297511596555e-53,0.5916795937602234,0.39476978368135207,0.6121043174262666,0.4707869639254372,4,11
