,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter
0,nec_any,5.0722522001492704e-45,0.616707554517134,0.1510714692118604,0.6874087514177466,0.2563918880636259,0
0,rop_any,8.616712622380231e-234,0.6723997521355436,0.5666980189218599,0.6892424679457356,0.6086011404923632,0
0,bpd_any,1.215938445045816e-272,0.6970356482978339,0.46879417872397905,0.7191943950586741,0.530003127949721,0
0,ivh_any,4.191277335106053e-157,0.6489284726469186,0.470211619724803,0.701737415622484,0.5962601060346205,0
0,nec_any,6.378118993307353e-45,0.6165732770399519,0.15094681658391215,0.6873441987017062,0.2559363637119042,1
0,rop_any,6.408471783740387e-234,0.6724475921936558,0.5664659664358092,0.6892659930153648,0.6083046900259367,1
0,bpd_any,1.4855643913448625e-272,0.6970039674693872,0.46826039966411137,0.7191918433126612,0.5296086070447711,1
0,ivh_any,1.813593719275258e-156,0.648622660376873,0.4702875032737257,0.701453496248168,0.5964138721657453,1
0,nec_any,4.829207866744661e-45,0.6167363160627426,0.1508908569601689,0.6874801414931184,0.2559264213545835,2
0,rop_any,1.1419356876689971e-233,0.6723542410052096,0.5657823597746994,0.6891618282871517,0.6077771225321502,2
0,bpd_any,7.384680375257836e-273,0.6971145169681617,0.4682484337128979,0.7192877449038236,0.529509950567653,2
0,ivh_any,7.332219087022446e-156,0.6483304394196685,0.469091886351806,0.7011154499553599,0.5954458459281121,2
0,nec_any,2.379122921626809e-44,0.615798662349019,0.1503875662960132,0.6868042484133304,0.2553616826985495,3
0,rop_any,8.744037789794283e-234,0.6723973816197693,0.5665890855345536,0.689183709548356,0.6084139892066514,3
0,bpd_any,1.3326542726071871e-272,0.6970211492402727,0.46848670523115765,0.7191910539236069,0.5298165640684803,3
0,ivh_any,5.106371727393132e-156,0.6484061734928146,0.47023305616101185,0.701259627132661,0.5959887447185273,3
0,nec_any,6.316350103380707e-45,0.6165789815270263,0.15131727113246385,0.6873880382409486,0.25657779381179135,4
0,rop_any,1.1691674872489494e-233,0.6723504287722393,0.5656148517226551,0.689155284068705,0.6074730186582387,4
0,bpd_any,1.3539642008230586e-272,0.6970186371040963,0.4684978932387608,0.7192346906162165,0.529960109842819,4
0,ivh_any,4.932047300538317e-156,0.6484134407476898,0.4691974348907425,0.701139741551927,0.5955733149484429,4
0,nec_any,3.832978934413172e-45,0.6168715499808712,0.15161684432605,0.6876324235623446,0.2571765166426532,5
0,rop_any,7.625078007828684e-234,0.6724195064336629,0.5662570864340707,0.689196937553889,0.6080166573051984,5
0,bpd_any,7.967731567030122e-273,0.6971024990327501,0.46864639625839233,0.719216828394126,0.5297722133271296,5
0,ivh_any,1.56489750765502e-155,0.6481716112450349,0.4689438915553348,0.7008649743642013,0.5955262699802385,5
0,nec_any,4.2405542200552374e-45,0.616812421435208,0.15117171881510744,0.6875081445015565,0.25628837139848915,6
0,rop_any,4.0228303341342344e-234,0.672522797153163,0.566199247935195,0.6893192462052837,0.6080214429445835,6
0,bpd_any,1.4508696892249656e-272,0.697007704659625,0.46876080041843526,0.7191490877985308,0.5300055561335557,6
0,ivh_any,1.309536480524256e-156,0.6486906942523003,0.4697635766940142,0.701564451391326,0.5964019104650278,6
0,nec_any,5.652824388012969e-45,0.6166440536700006,0.15135040427141047,0.6875359966858918,0.25693968825653196,7
0,rop_any,3.1528325239747288e-233,0.6721900100088443,0.5657598744377204,0.6890101947137602,0.6076711778045111,7
0,bpd_any,3.33792062232637e-272,0.6968758485243914,0.4685108546677385,0.7190590790884487,0.5296998765073795,7
0,ivh_any,5.306783907447946e-156,0.6483981176634742,0.4698709934444265,0.7012092296294099,0.5959904680092696,7
0,nec_any,3.1876227341377423e-45,0.6169793545389954,0.15129907428900524,0.6876692246434519,0.2566883300974595,8
0,rop_any,9.144431654680267e-234,0.6723901453084582,0.5661010190238671,0.6891783439095347,0.6080102788537877,8
0,bpd_any,7.639466933715857e-273,0.6971091515415135,0.4685364037356706,0.719287341030354,0.5297727655015741,8
0,ivh_any,5.008083787629116e-156,0.6484102400630959,0.4699869486608047,0.7012419275295193,0.5965793212994118,8
0,nec_any,7.947911541082792e-45,0.6164441575121604,0.15065015475258603,0.6873799942887939,0.2555072304574275,9
0,rop_any,1.0929527744333024e-233,0.672361324827202,0.5663093837292461,0.689177708096842,0.6081452635644584,9
0,bpd_any,4.299088206351918e-273,0.6972000381472531,0.4686496371040171,0.7194126152374924,0.5299810360156739,9
0,ivh_any,3.202891892441175e-156,0.6485037557173194,0.4695236153405533,0.701336836107642,0.5957183678595757,9
