,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter
0,bpd_any,4.9448111834440915e-57,0.6093616832386363,0.40704969924951084,0.6264349155121747,0.533777083295359,0
0,nec_any,0.27684170905292593,0.48858722514782915,0.10043253563702904,0.481288947999948,0.18276446652238876,0
0,rop_any,1.911583165176715e-46,0.5923488111424291,0.5064654523094025,0.6054202682494565,0.585866871767122,0
0,bpd_any,6.310258553654503e-63,0.6150496180431282,0.4069467517320708,0.6388397464490624,0.541578372997846,1
0,nec_any,0.03660109921391683,0.47806376483937135,0.10046420652611773,0.46191039470642453,0.18101464845525314,1
0,rop_any,4.126506133710544e-59,0.6046281547633324,0.5134229198928355,0.6203148254339973,0.596166848324857,1
0,bpd_any,6.477394585091518e-61,0.6131939745324804,0.40763358994961635,0.6314510521620487,0.5364397695196765,2
0,nec_any,0.17084671394168127,0.48562053314516973,0.09896062210392012,0.46740819021752,0.17697025805468797,2
0,rop_any,5.170754893072011e-55,0.6008652022129909,0.510594626351198,0.6132514768422346,0.5899232802935417,2
0,bpd_any,9.271638082748561e-70,0.6213211835070688,0.411972097087621,0.6403817476560313,0.5401309022517518,3
0,nec_any,0.06393396196499106,0.48055559043489904,0.09886358103543641,0.46648149426886254,0.17804720073219793,3
0,rop_any,2.0518212960694958e-55,0.6012027228328274,0.5105575868317729,0.6165068972197792,0.5904973684028716,3
0,bpd_any,6.386517396409247e-60,0.6121835434189334,0.40540259764125436,0.6320158895710888,0.534703557328716,4
0,nec_any,0.19642805141906783,0.48644290652812483,0.10103701086268553,0.4686556270425757,0.1799896007499394,4
0,rop_any,2.556482946424825e-54,0.600156337997163,0.5093904445857116,0.6146255612818181,0.5890758867782311,4
0,bpd_any,5.964299061615275e-62,0.6141572202711167,0.4106875130131956,0.6317187390673104,0.5399235338575613,5
0,nec_any,0.4325347207419864,0.4917607743062051,0.10123122212327326,0.4739923015517987,0.17919888846265247,5
0,rop_any,2.005788408850346e-52,0.5983601128879599,0.5119091875812145,0.6123533935493606,0.5920041083893015,5
0,bpd_any,1.8192047767411005e-68,0.6201692312209198,0.4155089457543556,0.6377691081549118,0.5472692486108839,6
0,nec_any,0.09944308686827832,0.48270683962544914,0.10358039544977825,0.46920520644337227,0.18980507047050382,6
0,rop_any,3.5944795573115783e-50,0.5961338087501551,0.5106161698092939,0.6115141273043795,0.5945367773827407,6
0,bpd_any,3.5076740869833194e-63,0.6152737660500178,0.40607752230903893,0.6353161405856425,0.5363774044880477,7
0,nec_any,0.08594374733353703,0.48198067887305984,0.10093533335278203,0.4690324100065816,0.18291252204468017,7
0,rop_any,7.661265670313832e-55,0.6006414525886046,0.5106979273714455,0.6141595181487226,0.5898620942230499,7
0,bpd_any,6.216586038222014e-63,0.6150580764584824,0.41031442172810195,0.6361560444654353,0.5424556264425089,8
0,nec_any,0.39991980243152125,0.49116556057473837,0.100085794580244,0.4777998276705806,0.18020383374939747,8
0,rop_any,1.1279597022272128e-50,0.5966221298953979,0.508039846856549,0.6138900850649145,0.5921766603565075,8
0,bpd_any,2.2592994088085093e-67,0.6191403453829636,0.4106830080495584,0.6415485936188077,0.5459899306218068,9
0,nec_any,0.08953794390097947,0.48218476380043807,0.09923208130417571,0.4659404212563635,0.18065455932808572,9
0,rop_any,2.258683272328318e-56,0.6020784203430678,0.5118019003525536,0.6190663900767666,0.5965187428610341,9
