,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter
0,bpd_any,0.08148883470035286,0.5119077012124195,0.3265079650990547,0.5209505525141931,0.4391661528467159,0
0,nec_any,0.39854733298691847,0.5088134846404689,0.10968885398363337,0.5260407654550838,0.2132569374894128,0
0,ivh_any,5.946602913975604e-14,0.5511666025250047,0.3754638880011406,0.560256972300768,0.4868499471923704,0
0,bpd_any,0.16749491019574425,0.5094209970025054,0.31908161176881644,0.5177073829075426,0.42427084600175535,1
0,nec_any,0.329124220416809,0.5101732626404235,0.10778560479075669,0.5247760484182016,0.2038319915300256,1
0,ivh_any,5.761322369208531e-12,0.5468481898852536,0.36232220587789554,0.5551207098652353,0.4696471272889768,1
0,bpd_any,0.009332925035342348,0.5177580935151217,0.32549761187256265,0.5295620965970533,0.43221309514011885,2
0,nec_any,0.12451338370639373,0.5160268227768237,0.11186214934011561,0.5367734603399237,0.214491321003974,2
0,ivh_any,1.7588756761519144e-18,0.5597328488206502,0.37923918076602214,0.5683290694239599,0.4911155083997858,2
0,bpd_any,0.010715046108367546,0.5174399242797065,0.3271135592163492,0.5285081271965395,0.43729666978458304,3
0,nec_any,0.009618092294474394,0.5270273509678582,0.11614351013556419,0.5461315608606006,0.22397388656239675,3
0,ivh_any,5.712117910295306e-19,0.560616996475219,0.37963542564379005,0.5722132977607431,0.4941097391082522,3
0,bpd_any,0.13693887390836887,0.5101473372069614,0.32137990948524575,0.5181678642031631,0.42469434990649496,4
0,nec_any,0.35831537623178145,0.5095722598438975,0.10896015677423182,0.5246808321419215,0.20459500774855002,4
0,ivh_any,3.4431145099058685e-10,0.5426946930995149,0.3579187684085374,0.5514532780956138,0.4657811774361094,4
0,bpd_any,0.18834979557383225,0.5089743087866858,0.3199295273119038,0.5159651468302243,0.42584463846440346,5
0,nec_any,0.2009665718467235,0.5133247970443481,0.10855788460585293,0.5297796556811895,0.2075139045755064,5
0,ivh_any,2.6928088981425825e-17,0.5575292701327247,0.37648265183499385,0.565129154180249,0.4834645381058452,5
0,bpd_any,0.0007281674181019471,0.5231091247427524,0.3285655852020304,0.5385686481988375,0.4405005740189385,6
0,nec_any,0.0010912407832897161,0.5341166726541363,0.11397707766975484,0.5611207938491897,0.22466051666878512,6
0,ivh_any,1.730044634629294e-29,0.5768793391139558,0.3983962623151723,0.5893319283830233,0.5098398303645238,6
0,bpd_any,0.004664736051430754,0.51931192538699,0.325266660672267,0.5302393277743985,0.43161896975776815,7
0,nec_any,0.014960681204056988,0.5253678461628527,0.11145122299268682,0.5492591980372881,0.21735075276160554,7
0,ivh_any,7.111196778386379e-25,0.5700780884210176,0.39077908155812235,0.5808404859499751,0.5010970999207398,7
0,bpd_any,0.07616664425535381,0.512063028476199,0.3195054031873617,0.51956757738578,0.42168009995675504,8
0,nec_any,0.0035280741626677412,0.5303117077236401,0.11242294766149369,0.5471360845198313,0.21413377861183763,8
0,ivh_any,1.0909434668379397e-15,0.5543576617793962,0.36568041360941234,0.5670350746993081,0.4763472253241143,8
0,bpd_any,0.01940852605854155,0.5159658182153721,0.32342145248756393,0.527308320238578,0.4314678221893323,9
0,nec_any,0.07148690906621033,0.5188023125602654,0.11032492909543089,0.5386168861152114,0.21237072544876112,9
0,ivh_any,9.485392604005098e-20,0.5619226034753203,0.37706867357193813,0.5721858980983069,0.48808687122644107,9
