,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,1.633331319125552e-09,0.554586241366381,0.12553476613112735,0.5823077565893456,0.18614226631555014,0,6
0,rop_any,2.691583187881735e-46,0.580041707475623,0.487997385370475,0.5879520998623966,0.5214155294626631,0,6
0,bpd_any,1.2911075703627087e-53,0.5923215005636985,0.38484641889663906,0.6012472302920343,0.4316994236673891,0,6
0,ivh_any,1.6413348251859018e-47,0.5864903340963097,0.3895391217255668,0.6050295887634847,0.4663668032363054,0,6
0,nec_any,6.759865394139318e-07,0.5449691933076515,0.12051083121204391,0.5739782232804975,0.17963891084063024,1,6
0,rop_any,1.4206552527759738e-54,0.5871668559046588,0.4968424510819774,0.5945428535637752,0.5293087643555339,1,6
0,bpd_any,1.0158263429161495e-64,0.6017372972561024,0.3938048779595305,0.611448298753837,0.4414039643497742,1,6
0,ivh_any,8.281646194085504e-48,0.5867707659246779,0.38959451776505305,0.6095067330269441,0.47070705339096736,1,6
0,nec_any,4.1596517540462966e-07,0.5458142782070159,0.12054924201270344,0.5728405372168552,0.17976798673181815,2,6
0,rop_any,6.335114728131521e-51,0.584099414951246,0.4963956489687581,0.5919450274872127,0.5293493851501777,2,6
0,bpd_any,2.6757109199769717e-69,0.6053772937608627,0.3968708621810252,0.6154462286229555,0.44503345152479246,2,6
0,ivh_any,1.7617334175189984e-45,0.5845487283846031,0.38874827610254126,0.605134704629427,0.4677058649740724,2,6
0,nec_any,1.7037634985570292e-06,0.543318020467341,0.12163650472364007,0.5710960293698906,0.17991425970348593,3,6
0,rop_any,3.994889585143236e-52,0.5851203986998917,0.4980327032181584,0.5929491785392237,0.5306831302169164,3,6
0,bpd_any,2.7255123628346363e-64,0.6013899518834168,0.3943701481430649,0.6110374052191103,0.44368229123677816,3,6
0,ivh_any,2.4222298991244952e-51,0.5900402507253241,0.39127697578649107,0.6085030719084712,0.4690153988753415,3,6
0,nec_any,1.927947856116911e-09,0.5543431663575864,0.12360624995784886,0.5836837609306587,0.1851338271733746,4,6
0,rop_any,9.947164929622492e-67,0.596689369447454,0.5042923331621155,0.6052834926593985,0.5375745058307175,4,6
0,bpd_any,5.126715958918181e-71,0.6067107450809772,0.39394417149140715,0.6168786728836511,0.442892568185823,4,6
0,ivh_any,6.085391970050767e-54,0.5923724079512521,0.3972643580003238,0.6136098842583129,0.47674601601217104,4,6
