,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,1.5795868082884627e-07,0.547457398311133,0.12142913720304989,0.5851677048815012,0.18416356286441546,0,25
0,rop_any,1.1781761234138634e-91,0.613764403033586,0.5156129257256561,0.6231558513959717,0.5483346640235923,0,25
0,bpd_any,7.871059315599197e-113,0.6351921347920282,0.4176384151609296,0.6462096469097091,0.46497191910660257,0,25
0,ivh_any,6.312192944874434e-84,0.6159464929845347,0.4152766163173198,0.6404180124303269,0.4968023376318004,0,25
0,nec_any,2.587748650494933e-09,0.5539091781648882,0.12575486875946995,0.59264938996711,0.19335024656036148,1,25
0,rop_any,1.5594219221181756e-94,0.6155745005417118,0.5202700955309794,0.624439780102299,0.55191798764703,1,25
0,bpd_any,1.7782291413024163e-114,0.6361920450344031,0.4188187936544644,0.6475574682637534,0.46685616851610895,1,25
0,ivh_any,4.1534356035109294e-80,0.6132160015863224,0.41393525940820985,0.6386922183395822,0.49717271567666477,1,25
0,nec_any,7.214881075857875e-07,0.5448546906374003,0.1204910456533527,0.5830792604292618,0.18190927053742398,2,25
0,rop_any,4.9722960947319535e-87,0.6107939501625135,0.5143241065385509,0.6194837433863825,0.5467824478911932,2,25
0,bpd_any,1.5549548218066461e-111,0.6343998435222762,0.42096381774989067,0.6453554476267606,0.4695508117228159,2,25
0,ivh_any,7.953420728429039e-76,0.6100736598046084,0.41185533133486363,0.6346340094017073,0.4942564256617872,2,25
0,nec_any,4.223265586699306e-07,0.5457880841943428,0.12055877312848051,0.5800330292625957,0.1811442361083394,3,25
0,rop_any,5.234280286995448e-61,0.5923287367280607,0.5021574208729787,0.5997578792054383,0.5324744422735286,3,25
0,bpd_any,5.1360413483540963e-85,0.6170168098682369,0.4061460402820718,0.6265208790099891,0.4514065244610102,3,25
0,ivh_any,4.706946785268839e-53,0.5915820839507246,0.39479622675154125,0.6150381673805326,0.4746409877673654,3,25
0,nec_any,5.059384752959676e-07,0.5454752489652686,0.1220845175949625,0.5833315708785382,0.18557552201385574,4,25
0,rop_any,6.557307128574065e-92,0.6139255991332611,0.518150152807149,0.6231127439496098,0.550937014250851,4,25
0,bpd_any,1.1320885532045418e-112,0.6350958612228285,0.42020110590128407,0.6463995459795087,0.46809106401076067,4,25
0,ivh_any,4.9748144303320254e-76,0.6102252147560459,0.4142974610479788,0.6345870880440071,0.4956131889267828,4,25
