,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,1.3287698161466239e-13,0.5670107537505845,0.1295177967320983,0.608782363828444,0.19935141488069918,0,40
0,rop_any,6.604039467281919e-108,0.6236390899241603,0.5267613845016278,0.6337782988241076,0.5608303615310055,0,40
0,bpd_any,4.456657372099983e-136,0.6486941414255365,0.4263703934546019,0.6615033602432483,0.4779854138708748,0,40
0,ivh_any,1.4837665157267012e-142,0.6518499437323673,0.4579263641196192,0.6790668817483585,0.5455359858117498,0,40
0,nec_any,1.959156929664858e-12,0.5636987719305865,0.1261894524642895,0.6070178671648998,0.19559676467767512,1,40
0,rop_any,6.620152156799354e-104,0.6212822708559046,0.5257105514871702,0.6308638797275472,0.5593452798455218,1,40
0,bpd_any,1.584577212088448e-125,0.6427239522064809,0.42319873806694547,0.654773609814058,0.47275537926388783,1,40
0,ivh_any,1.116971853659346e-141,0.6513755956491828,0.45628918769559945,0.6784851871803937,0.5432298451900488,1,40
0,nec_any,3.12326849869508e-14,0.5687291081259889,0.12941943921981156,0.6060151378531959,0.19731687698923067,2,40
0,rop_any,1.4879047612510774e-109,0.6245964897074756,0.5284764769565746,0.6343196472609847,0.561461908235208,2,40
0,bpd_any,2.1358149242276413e-138,0.6499748314232177,0.42911090408237856,0.6612834746779988,0.4784703874616282,2,40
0,ivh_any,1.8888711572725736e-141,0.6512519006433166,0.45777696131488455,0.6779347568165985,0.5435469704311426,2,40
0,nec_any,6.613709799535558e-13,0.565054979377757,0.1278778139213143,0.6020926872397585,0.19273693047759383,3,40
0,rop_any,1.8645542463272268e-109,0.624539735644637,0.529729785977986,0.634888535503878,0.5638959575989797,3,40
0,bpd_any,8.474051136601405e-136,0.6485393035806479,0.4285286516860718,0.6613653946416858,0.4790829295550673,3,40
0,ivh_any,3.4382742919899936e-145,0.6532668800730617,0.4603398759733529,0.6803316540848287,0.5465964162755793,3,40
0,nec_any,4.3393989206765474e-13,0.5655739737013922,0.12737818102737392,0.605547657465449,0.1941105142864301,4,40
0,rop_any,6.808638174214801e-100,0.6188721820151679,0.5251372913985148,0.629137975384386,0.5592369059582346,4,40
0,bpd_any,2.239277895299182e-128,0.6443607613252852,0.42431776445079505,0.656516707699035,0.47512334341372703,4,40
0,ivh_any,2.8766585356483033e-139,0.6500634394998229,0.45575619916379173,0.6772980492739891,0.5435807627703719,4,40
