x,y
-6.104342517752819,1.0975221306261342
-3.000484942894208,3.214442086016844
3.760879531310706,0.4909735392867937
-1.6450714079107722,-3.427303429384303
1.0970784909753855,1.164425864533816
1.1920744781615324,1.3710718241824227
1.5524593052984244,2.857162505127688
-1.6164793992554793,-3.4171257711952623
2.5654737593764776,2.175215717550069
2.2758695458461093,-1.0244416452288365
0.7761003893275433,-2.1548024879285324
-0.06656143889752471,-1.3801248156516024
2.0948140201751655,-2.4036697258776396
0.1370844346934178,-1.3509691208037022
4.458419607346136,-1.895136487217312
3.756617401181005,-3.9044387655820074
4.6352514182933255,-0.7672304413692399
4.478749238178764,-2.7665675634620435
6.134729016131799,-3.074742811202441
4.920376074450902,-0.1075695995719372
5.366164168253241,-2.6691758085358774
5.265485788031189,0.5599043203918305
5.199323263505052,0.8242736219578084
6.589983782588375,0.8197389735674783
-0.4137617480442464,-0.8488088864770957
5.012680573928727,-4.839189869432715
-3.4686318452758336,1.2186876716554376
2.82839709261756,0.5388864601382098
-5.686081299270799,-0.21411273483917131
-4.202588303549925,1.875865427472222
-4.637241809751172,2.9106495945235276
-6.7147668367861275,-0.34115409231067345
-4.72424038983874,1.0468715869305287
-5.687323235303712,0.8441305025696515
3.7280773638550255,-3.812913254423834
-1.3154707898402271,1.0307451709758724
1.069982122958539,-2.765312734016336
-2.4434096604012114,3.8742169135098186
-2.885104655570172,3.865310559492773
2.48236565696332,0.648316858576721
-2.535988753394414,-0.09165063738884587
-6.569860614267546,2.7351497364985686
-4.663371987526358,3.8447639717945035
-2.7158801815617495,0.07614574296756496
-4.9965159494548,1.9242821909144827
-5.285258756899877,2.2476877106386453
