,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,1.7953380023709452e-08,0.5509659030863152,0.1234122922274411,0.5742465247830375,0.1808934791766697,0,7
0,rop_any,4.3731645726816076e-36,0.5702749469122428,0.48294892275722384,0.5785395105373226,0.5154549292386459,0,7
0,bpd_any,2.897931790957356e-58,0.5963746950676798,0.38495422769867543,0.6035988599772047,0.42845606710759193,0,7
0,ivh_any,1.8973467003321786e-38,0.5774540572947071,0.3811529824899371,0.5941498711754458,0.4563870433456757,0,7
0,nec_any,3.5751526614466312e-12,0.5629354811157002,0.12634188782092234,0.5917045637434333,0.18633612617080553,1,7
0,rop_any,2.8182745270305643e-67,0.5970966327193933,0.501762010278456,0.6065897400835183,0.5353958630428448,1,7
0,bpd_any,1.6494644335198445e-83,0.6159513440788448,0.40078203820019476,0.6257326592578615,0.4488873645105558,1,7
0,ivh_any,8.416713802816605e-57,0.5948714490095612,0.3968862462253414,0.6145105588837236,0.4744455080747233,1,7
0,nec_any,2.6749668186485794e-09,0.5538600926661832,0.1250653794917983,0.5810249259253145,0.1850629991587134,2,7
0,rop_any,1.0347329490978063e-53,0.586451744312026,0.4954272571175939,0.5947016281954064,0.5283780171445851,2,7
0,bpd_any,2.4355493338423493e-73,0.6084884689179169,0.397780241965384,0.6168293730521484,0.4445634895930367,2,7
0,ivh_any,1.3531556619209283e-44,0.5836882225409894,0.3915955243245014,0.6029173260207161,0.470553985583814,2,7
0,nec_any,7.15678803875969e-10,0.5557807154883252,0.1239940681058711,0.5802216334190317,0.18305633369832633,3,7
0,rop_any,3.4925061669621824e-46,0.5799399696641387,0.49509186522901566,0.587391397061847,0.527617012139309,3,7
0,bpd_any,7.637454375869098e-52,0.5907293127885286,0.3870073258090163,0.6006724968299331,0.43390881606096215,3,7
0,ivh_any,1.204779110784705e-46,0.585667953425737,0.3875531727396791,0.602095989323675,0.4629755150444413,3,7
0,nec_any,5.483908050189566e-12,0.5623871259730239,0.12436068631120206,0.5901514326952043,0.1839095342086774,4,7
0,rop_any,1.2643857654503425e-72,0.6009875622968581,0.5046403448342623,0.6107406199707581,0.5383139262571053,4,7
0,bpd_any,2.469983716890473e-87,0.6186373390294437,0.4018851646099312,0.6280750712144614,0.4485724649134533,4,7
0,ivh_any,2.4177568672133755e-59,0.5970394414076972,0.39965515509019817,0.6170626749091935,0.47825322815774163,4,7
