,train_loss,test_loss,epoch,fold,iter
0,1.174554705619812,1.1522055864334106,0,0,0
0,1.154425859451294,1.1501882076263428,1,0,0
0,1.149600863456726,1.1464521884918213,2,0,0
0,1.14796781539917,1.144109845161438,3,0,0
0,1.144509196281433,1.1422085762023926,4,0,0
0,1.1415892839431763,1.1412721872329712,5,0,0
0,1.1375564336776733,1.1401546001434326,6,0,0
0,1.1353403329849243,1.1396733522415161,7,0,0
0,1.1334511041641235,1.1390620470046997,8,0,0
0,1.1306815147399902,1.1380976438522339,9,0,0
0,1.1278233528137207,1.1371738910675049,10,0,0
0,1.1273959875106812,1.1371433734893799,11,0,0
0,1.1248174905776978,1.137528896331787,12,0,0
0,1.1239875555038452,1.1354912519454956,13,0,0
0,1.1215344667434692,1.1361409425735474,14,0,0
0,1.1210277080535889,1.1372703313827515,15,0,0
0,1.117827296257019,1.137286901473999,16,0,0
0,1.1172183752059937,1.1388567686080933,17,0,0
0,1.115573525428772,1.1358692646026611,18,0,0
0,1.1743706464767456,1.154102087020874,0,1,0
0,1.1521646976470947,1.154240369796753,1,1,0
0,1.1744370460510254,1.15243399143219,0,2,0
0,1.1525330543518066,1.1489300727844238,1,2,0
0,1.150333285331726,1.1463706493377686,2,2,0
0,1.1484798192977905,1.1425498723983765,3,2,0
0,1.1443250179290771,1.1392769813537598,4,2,0
0,1.1430376768112183,1.1373982429504395,5,2,0
0,1.139175534248352,1.1379228830337524,6,2,0
0,1.1367136240005493,1.1374149322509766,7,2,0
0,1.1341696977615356,1.1345133781433105,8,2,0
0,1.1317540407180786,1.1341089010238647,9,2,0
0,1.1301168203353882,1.1331167221069336,10,2,0
0,1.1289149522781372,1.132417917251587,11,2,0
0,1.126754879951477,1.1325610876083374,12,2,0
0,1.1264899969100952,1.1306332349777222,13,2,0
0,1.1245914697647095,1.1296874284744263,14,2,0
0,1.1223986148834229,1.1327365636825562,15,2,0
0,1.1215466260910034,1.1320654153823853,16,2,0
0,1.119789719581604,1.130102276802063,17,2,0
0,1.1180752515792847,1.1294316053390503,18,2,0
0,1.1171579360961914,1.130331039428711,19,2,0
0,1.1164149045944214,1.130354404449463,20,2,0
0,1.1141376495361328,1.1331220865249634,21,2,0
0,1.1121782064437866,1.1305351257324219,22,2,0
0,1.1118098497390747,1.1327470541000366,23,2,0
0,1.174282193183899,1.1554423570632935,0,3,0
0,1.1529264450073242,1.1576130390167236,1,3,0
0,1.1734602451324463,1.1547783613204956,0,4,0
0,1.1525198221206665,1.1539579629898071,1,4,0
0,1.1492120027542114,1.149942398071289,2,4,0
0,1.1476472616195679,1.1480276584625244,3,4,0
0,1.1436225175857544,1.1465375423431396,4,4,0
0,1.1414010524749756,1.1431111097335815,5,4,0
0,1.1374784708023071,1.1417713165283203,6,4,0
0,1.1361051797866821,1.139376163482666,7,4,0
0,1.1333280801773071,1.137634515762329,8,4,0
0,1.1308962106704712,1.136423110961914,9,4,0
0,1.1295338869094849,1.1378799676895142,10,4,0
0,1.1272196769714355,1.1370210647583008,11,4,0
0,1.1260099411010742,1.1379351615905762,12,4,0
0,1.1231049299240112,1.136223316192627,13,4,0
0,1.121507167816162,1.138394832611084,14,4,0
