,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter
0,nec_any,4.284820030880672e-44,0.6154508594305077,0.150833369329327,0.6863166340886605,0.2578208705490074,0
0,rop_any,4.081760169855246e-233,0.6721481447594967,0.5699777602775877,0.6883248351539287,0.6111170922374506,0
0,bpd_any,1.884892384765962e-278,0.69914060131546,0.46906289226958325,0.7217716218159671,0.5312741905275691,0
0,ivh_any,3.836184187743404e-198,0.6674826402289501,0.48495503668508433,0.7161829326153933,0.603280034641239,0
0,nec_any,1.7464864155481152e-43,0.6146158864841231,0.15069231120149001,0.6866900242927355,0.258459933531974,1
0,rop_any,8.45486336329604e-238,0.6738848456114959,0.5721210028039938,0.6903669879846908,0.6144717510746907,1
0,bpd_any,1.0391119864159431e-278,0.6992337829591879,0.46990137951301386,0.7218086496699821,0.5321539304774063,1
0,ivh_any,2.6835205687751786e-197,0.6671214112749202,0.48456730260662373,0.7156409981834322,0.6029055889003285,1
0,nec_any,1.064419859465328e-45,0.617618769470405,0.15284107768862437,0.6887192620478294,0.26104143870081076,2
0,rop_any,7.589947018417552e-237,0.6735327477743491,0.5715966902015408,0.6900214315400314,0.6137605209840938,2
0,bpd_any,1.2401038104840156e-278,0.6992061184472207,0.4690013292712392,0.7218940505509329,0.5313691571720452,2
0,ivh_any,5.68782238615364e-198,0.6674095656618435,0.48514801014904724,0.7160790129636894,0.6037210061153103,2
0,nec_any,2.8599810586542966e-44,0.6156900038257638,0.15112049322637,0.6868869000217188,0.2578491318717928,3
0,rop_any,4.904433000219529e-239,0.6743403589321311,0.57280904450875,0.6907055504897308,0.6147160820257345,3
0,bpd_any,4.701291033348652e-278,0.6989975025954864,0.46894252626259986,0.7216122753742962,0.5312554188862457,3
0,ivh_any,8.17653659326997e-198,0.667342196662926,0.4851901252203298,0.7159582605458993,0.6035934973619678,3
0,nec_any,6.814135547848565e-44,0.615175848499754,0.15069584207859768,0.6868076670929961,0.2580535574550779,4
0,rop_any,1.7391205594034428e-237,0.6737692032571718,0.5717976151986044,0.6903911333593862,0.6142327463554067,4
0,bpd_any,1.2362965919705787e-278,0.6992065991646372,0.4695313548815678,0.7218306424161944,0.5318977789253618,4
0,ivh_any,8.404225640651714e-197,0.6669090528101206,0.48461264934049153,0.7155786262334084,0.6032318692977596,4
0,nec_any,3.5881567574762064e-44,0.615555897141608,0.15141863188260996,0.6873120731677888,0.25831205466502627,5
0,rop_any,1.5801529264889063e-234,0.6726735813641418,0.5720535479603284,0.6890472269262023,0.6139801868329945,5
0,bpd_any,1.2602222652410435e-277,0.6988430062206384,0.4687098016429909,0.7215156945413895,0.5310641595391442,5
0,ivh_any,1.2959166477732778e-197,0.6672566749890652,0.4842595132328289,0.7159631188652126,0.6026187911739368,5
0,nec_any,3.707956642420592e-42,0.6127790416461716,0.14976481490495927,0.6835939573831414,0.255382541571491,6
0,rop_any,7.819473360832695e-238,0.6738972942849776,0.5713201758334016,0.6904482324407143,0.6129234608042426,6
0,bpd_any,4.5809316793387e-278,0.6990015654330061,0.4687494373629774,0.7217409457901569,0.5310755583619373,6
0,ivh_any,3.105681639584004e-198,0.6675218215562985,0.4843608094467704,0.7160900197783993,0.6026699149225312,6
0,nec_any,3.760758655754365e-43,0.6141575463190687,0.1503277031224879,0.6861895396446182,0.25751499870440114,7
0,rop_any,1.2159827551353402e-236,0.6734570714842201,0.5711235897856897,0.6899056981223366,0.6129272385937825,7
0,bpd_any,2.8217354322071846e-278,0.6990774412497411,0.4686871248937496,0.7217488213228156,0.5310315001654342,7
0,ivh_any,4.169028742978205e-197,0.6670394923040079,0.48477178549354183,0.7156948831939084,0.6031952921915631,7
0,nec_any,1.2844590673645957e-44,0.616162075750123,0.15210208466383002,0.6876966746301792,0.25964038443731524,8
0,rop_any,1.0173410589695223e-236,0.6734857117508268,0.5708043607424635,0.6900218657535775,0.6127489111558244,8
0,bpd_any,5.922087840071934e-279,0.6993217232323748,0.46946208711646586,0.7219082044802565,0.5317023551411154,8
0,ivh_any,9.675285172021246e-198,0.6673109474669627,0.48433377212387907,0.7160018241477096,0.6026723674840514,8
0,nec_any,3.377303312699521e-44,0.6155917295185004,0.15108733370489985,0.6873448522728187,0.2582787584743931,9
0,rop_any,2.840267836519601e-239,0.6744276798611516,0.5721611807730984,0.6909337452158972,0.6142895020053127,9
0,bpd_any,1.8402325393346468e-278,0.6991443540127111,0.46979640582688575,0.721760717232286,0.5322040979948091,9
0,ivh_any,1.580743761865452e-197,0.6672197666116458,0.48430252130611406,0.7159013718442293,0.6028242585642433,9
