,train_loss,test_loss,epoch,fold,iter
0,1.1863822937011719,1.1650968790054321,0,0,0
0,1.158932089805603,1.1546392440795898,1,0,0
0,1.1515051126480103,1.1452314853668213,2,0,0
0,1.141973853111267,1.1360771656036377,3,0,0
0,1.1327615976333618,1.130664348602295,4,0,0
0,1.1281771659851074,1.1285265684127808,5,0,0
0,1.1242684125900269,1.1237915754318237,6,0,0
0,1.1179109811782837,1.1211692094802856,7,0,0
0,1.1129168272018433,1.1195036172866821,8,0,0
0,1.1072367429733276,1.1162539720535278,9,0,0
0,1.1020455360412598,1.1177345514297485,10,0,0
0,1.0970243215560913,1.1157243251800537,11,0,0
0,1.0919342041015625,1.1186941862106323,12,0,0
0,1.0873712301254272,1.1164597272872925,13,0,0
0,1.082220435142517,1.1247038841247559,14,0,0
0,1.0770412683486938,1.1165553331375122,15,0,0
0,1.0714750289916992,1.1252648830413818,16,0,0
0,1.1866217851638794,1.1664434671401978,0,1,0
0,1.1592260599136353,1.1588420867919922,1,1,0
0,1.1524583101272583,1.1480426788330078,2,1,0
0,1.142128586769104,1.1399452686309814,3,1,0
0,1.1331958770751953,1.1379578113555908,4,1,0
0,1.1283572912216187,1.1295708417892456,5,1,0
0,1.1238912343978882,1.1260958909988403,6,1,0
0,1.117274284362793,1.1282861232757568,7,1,0
0,1.1112127304077148,1.126131534576416,8,1,0
0,1.1065242290496826,1.1250088214874268,9,1,0
0,1.1011394262313843,1.123342752456665,10,1,0
0,1.0959386825561523,1.1232388019561768,11,1,0
0,1.0901098251342773,1.1257615089416504,12,1,0
0,1.0839396715164185,1.124374270439148,13,1,0
0,1.077880859375,1.1275734901428223,14,1,0
0,1.0713715553283691,1.1313055753707886,15,1,0
0,1.0630851984024048,1.1470283269882202,16,1,0
0,1.1862632036209106,1.166224479675293,0,2,0
0,1.1591213941574097,1.1580510139465332,1,2,0
0,1.1502169370651245,1.1485612392425537,2,2,0
0,1.1408700942993164,1.1408960819244385,3,2,0
0,1.132452130317688,1.1362723112106323,4,2,0
0,1.1258454322814941,1.1332685947418213,5,2,0
0,1.1222352981567383,1.1284914016723633,6,2,0
0,1.1139187812805176,1.1242706775665283,7,2,0
0,1.1091746091842651,1.1244179010391235,8,2,0
0,1.1026862859725952,1.127361536026001,9,2,0
0,1.0993393659591675,1.1276108026504517,10,2,0
0,1.093664288520813,1.1276357173919678,11,2,0
0,1.088664174079895,1.1247446537017822,12,2,0
0,1.1862573623657227,1.1654630899429321,0,3,0
0,1.1590529680252075,1.1552984714508057,1,3,0
0,1.1513694524765015,1.1453795433044434,2,3,0
0,1.1410101652145386,1.1380019187927246,3,3,0
0,1.1323813199996948,1.1362591981887817,4,3,0
0,1.1270012855529785,1.1350122690200806,5,3,0
0,1.1234337091445923,1.1291332244873047,6,3,0
0,1.1168864965438843,1.1229608058929443,7,3,0
0,1.1122123003005981,1.118561863899231,8,3,0
0,1.1069773435592651,1.11733877658844,9,3,0
0,1.1020463705062866,1.1205228567123413,10,3,0
0,1.09552001953125,1.1130931377410889,11,3,0
0,1.0895341634750366,1.114116907119751,12,3,0
0,1.0830401182174683,1.1199612617492676,13,3,0
0,1.0769083499908447,1.1258822679519653,14,3,0
0,1.0698037147521973,1.1307381391525269,15,3,0
0,1.0644053220748901,1.1424846649169922,16,3,0
0,1.1866506338119507,1.165516972541809,0,4,0
0,1.158233880996704,1.1561689376831055,1,4,0
0,1.153091549873352,1.1470630168914795,2,4,0
0,1.1424719095230103,1.138635516166687,3,4,0
0,1.1328774690628052,1.1352986097335815,4,4,0
0,1.1269954442977905,1.131332516670227,5,4,0
0,1.1222903728485107,1.1272252798080444,6,4,0
0,1.1161679029464722,1.122683048248291,7,4,0
0,1.11078941822052,1.1201423406600952,8,4,0
0,1.1060816049575806,1.1188108921051025,9,4,0
0,1.100886344909668,1.1172739267349243,10,4,0
0,1.0951837301254272,1.116304874420166,11,4,0
0,1.090088129043579,1.1179187297821045,12,4,0
0,1.084891676902771,1.1186425685882568,13,4,0
0,1.0778231620788574,1.1231337785720825,14,4,0
0,1.0750216245651245,1.1243879795074463,15,4,0
0,1.0678833723068237,1.1328446865081787,16,4,0
0,1.1860326528549194,1.165513515472412,0,0,1
0,1.1591242551803589,1.1574232578277588,1,0,1
0,1.1516908407211304,1.1473467350006104,2,0,1
0,1.1421308517456055,1.1406705379486084,3,0,1
0,1.1329470872879028,1.137682318687439,4,0,1
0,1.128334403038025,1.1338216066360474,5,0,1
0,1.1238824129104614,1.130264163017273,6,0,1
0,1.1176174879074097,1.1259738206863403,7,0,1
0,1.1128066778182983,1.12199068069458,8,0,1
0,1.1068743467330933,1.120658278465271,9,0,1
0,1.1019946336746216,1.1201292276382446,10,0,1
0,1.0964783430099487,1.1172635555267334,11,0,1
0,1.090772032737732,1.1193407773971558,12,0,1
0,1.0859160423278809,1.1182528734207153,13,0,1
0,1.0805941820144653,1.1189526319503784,14,0,1
0,1.0739731788635254,1.1282153129577637,15,0,1
0,1.0671087503433228,1.1264126300811768,16,0,1
0,1.1861521005630493,1.1650991439819336,0,1,1
0,1.1591702699661255,1.1541166305541992,1,1,1
0,1.1512616872787476,1.1462386846542358,2,1,1
0,1.1413402557373047,1.1376234292984009,3,1,1
