,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,6.82257771029896e-14,0.5678070698318807,0.12689530628808962,0.6125528994358769,0.19788301857567175,0,27
0,rop_any,2.3686706852451235e-110,0.625057716143012,0.5229830731003242,0.6355312266019226,0.5571340614545872,0,27
0,bpd_any,9.517267119428266e-127,0.64342775339041,0.42190839817518655,0.6567269134941818,0.47179602320232983,0,27
0,ivh_any,1.9448876172724769e-140,0.6507016568668225,0.4495833131654582,0.6786025281518125,0.5393416418530577,0,27
0,nec_any,2.780063495301311e-16,0.5740640458539086,0.13079577374369095,0.6177695936828118,0.20249324552651773,1,27
0,rop_any,6.476819503885472e-107,0.6230592069339111,0.5219062574890093,0.6340030351161214,0.5569779461750605,1,27
0,bpd_any,4.104527629677321e-130,0.6453493231300645,0.42502359544997664,0.6585970728005575,0.4739810709956874,1,27
0,ivh_any,1.1050818083811995e-136,0.6486439417779941,0.4517252489710969,0.6773580474863179,0.543823233844461,1,27
0,nec_any,3.085805413044533e-12,0.5631230917729628,0.1270912563815804,0.606586753527317,0.19706339892690927,2,27
0,rop_any,3.393007332201678e-106,0.6226368797399783,0.5216627662993999,0.6332531873978613,0.5558602601665541,2,27
0,bpd_any,1.3213195287485184e-119,0.6392618469172217,0.4203987984379083,0.6528587941935795,0.47144863042527896,2,27
0,ivh_any,1.4398286966221852e-130,0.6452303694370642,0.44866779254462574,0.6723097052106205,0.5365096928087632,2,27
0,nec_any,8.92173458179574e-13,0.5646838749115104,0.126133810675448,0.6090418960437103,0.19602614269708052,3,27
0,rop_any,2.4674546395918964e-111,0.6256230725893824,0.5233593959105423,0.6361856029926589,0.5579121954739148,3,27
0,bpd_any,2.6430565046175567e-126,0.6431725422789707,0.4205651609490227,0.656552677632329,0.4710889030630582,3,27
0,ivh_any,2.337588892549456e-140,0.6506581724963307,0.45176832624298713,0.6800149036060454,0.5434128706500208,3,27
0,nec_any,1.1530723973998848e-11,0.561423331074948,0.12405785867652333,0.6046007034000075,0.19265387468570577,4,27
0,rop_any,5.345110061169934e-112,0.6260039869989167,0.5237128461510847,0.636690920183331,0.5588897575717451,4,27
0,bpd_any,1.761478869222225e-129,0.6449900351607474,0.42293407382023485,0.6586378710678649,0.474588662815139,4,27
0,ivh_any,2.3084952112477213e-135,0.647913751125333,0.4498547144868728,0.6758359968030347,0.5395261131112485,4,27
