,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,6.746033302683842e-11,0.5590719773466578,0.1237038580929573,0.6026927386174651,0.19092878205877487,0,34
0,rop_any,2.2136492894226256e-116,0.6284889794149512,0.5292225566978153,0.6385805907479638,0.5623092849541362,0,34
0,bpd_any,1.261949200352261e-135,0.6484432676750628,0.4250029298705027,0.661898290243032,0.475022313166943,0,34
0,ivh_any,1.0303884316992859e-147,0.6546116248716256,0.4626001785056909,0.6838045610465652,0.5505740717435379,0,34
0,nec_any,7.978262864708308e-10,0.5556248181348343,0.12512235701181335,0.6014872195375593,0.19413366824056066,1,34
0,rop_any,3.6591602517547997e-109,0.6243700108342362,0.5286027004006036,0.634029924676718,0.5613999756737102,1,34
0,bpd_any,1.1449248962112114e-129,0.6450963896282649,0.42358798093070693,0.6591549879508809,0.47493613304576715,1,34
0,ivh_any,1.9346620983121193e-146,0.6539343562937902,0.4635604675717406,0.6825304194694224,0.5520429470537687,1,34
0,nec_any,7.986354886112217e-11,0.5588426100854278,0.1257039031272558,0.601487026097399,0.1936652726511412,2,34
0,rop_any,7.188606959727627e-114,0.6270709079089923,0.5268811612499043,0.6367750695906036,0.5599768438492063,2,34
0,bpd_any,1.4337336947409761e-133,0.6472971546991286,0.4183439451434905,0.6604553576395518,0.46853893752862624,2,34
0,ivh_any,1.2698096898092398e-147,0.6545634709062962,0.46161387115117614,0.6838447185139402,0.5503806336255446,2,34
0,nec_any,2.576484659712741e-12,0.5633522780738289,0.12675840142658945,0.6060437025168885,0.19538155361464252,3,34
0,rop_any,2.8874373613132703e-114,0.6272956186348863,0.5263879547704967,0.6373172786464185,0.5599098933652371,3,34
0,bpd_any,6.56127824295948e-147,0.6545844558647973,0.42970556658245473,0.6677683661971154,0.4796390091925913,3,34
0,ivh_any,1.976964550869044e-147,0.6544613900166191,0.46204765480998733,0.6832131715691343,0.5504723644839278,3,34
0,nec_any,2.4485863189575757e-11,0.5604316682808331,0.12604848686325465,0.6038881343289741,0.19399747273764334,4,34
0,rop_any,2.329768529288684e-112,0.6262103055254604,0.527069979118576,0.6360314565784277,0.5597788489611987,4,34
0,bpd_any,2.72918291677275e-135,0.648257078038353,0.41868756263642076,0.6617712057195567,0.4688324854814143,4,34
0,ivh_any,1.3888309485322114e-143,0.6524046797773126,0.4578993531286523,0.681229573051218,0.5458453219380965,4,34
