,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter
0,nec_any,0.01211567098233199,0.5227080827032293,0.11524350344226687,0.5368417102379881,0.16546040370571052,0
0,rop_any,3.1153259072838027e-115,0.6278425135427952,0.5300548488702295,0.6381465328053596,0.5663628493526315,0
0,bpd_any,2.692915066173082e-146,0.6542569752092291,0.4360039386586268,0.6677217000023471,0.4886125442966789,0
0,ivh_any,4.819425952424784e-143,0.6521135492569748,0.4662745450391709,0.6792124556990234,0.5563503186038882,0
0,nec_any,0.05159121160397425,0.5176190701098358,0.110270161860688,0.5281920979436537,0.15694933529959482,1
0,rop_any,1.6724041204767283e-108,0.6239866175514626,0.5303318508906482,0.6343295348163392,0.5653099171408236,1
0,bpd_any,5.14264278675863e-118,0.6383173519076426,0.42568184985207924,0.6514029013251166,0.47854540386743993,1
0,ivh_any,3.2489700009054467e-130,0.645030621114434,0.4572556317465858,0.6702875525178507,0.5469027781768927,1
0,nec_any,0.01976517878513331,0.5210970830637024,0.11198827105182207,0.5332661623122856,0.1596177589947719,2
0,rop_any,5.199271041698425e-103,0.620748758396533,0.5265530222927906,0.6320529299771744,0.5628219344139733,2
0,bpd_any,4.871921023933671e-159,0.6609252616854644,0.4408610457656118,0.6746250394352448,0.49218530789226883,2
0,ivh_any,1.6769853339562708e-136,0.6485439493990881,0.4577526263896773,0.6765489358947535,0.548416404869719,2
0,nec_any,0.042834645136041745,0.5183322349039245,0.11174334116427259,0.5267892054200386,0.15818970958533293,3
0,rop_any,4.5043958448181e-117,0.6288766717226436,0.5326957012486712,0.6394090990371586,0.5680221305780839,3
0,bpd_any,7.198309625194632e-147,0.6545629869182817,0.4388156014557078,0.6679637404590735,0.49170332204328304,3
0,ivh_any,2.102554453081691e-144,0.6528453752529759,0.4639027290769703,0.6794789279263896,0.555691010857752,3
0,nec_any,0.028048835299916114,0.5198826128215485,0.11455263283742809,0.5311445751125563,0.16287959042177874,4
0,rop_any,4.1382262906718074e-112,0.6260676056338028,0.5294369531785763,0.6371023534102981,0.5649880352939383,4
0,bpd_any,9.27222471537931e-152,0.6571503910794387,0.43657736785605467,0.671019752460325,0.4891058161270492,4
0,ivh_any,1.616144461328674e-117,0.6376634978835505,0.450860207044543,0.6616637927648219,0.536828423987515,4
0,nec_any,0.012260939400965003,0.5226699453065395,0.11104468752620383,0.5373855994891117,0.160679443327563,5
0,rop_any,2.7887535256204322e-120,0.6306604550379199,0.5358132971283971,0.641606737307544,0.5717378429531581,5
0,bpd_any,4.7390223112403424e-147,0.6546598150359153,0.4449296068447696,0.6684914611952572,0.4983884667319083,5
0,ivh_any,3.954108690156508e-141,0.6510777858349632,0.4656433783805636,0.6776540303166583,0.557533092914676,5
0,nec_any,0.09471369741185469,0.5151254815355284,0.10984864050640097,0.5259355539919859,0.1558384779518844,6
0,rop_any,3.6703413122927135e-112,0.6260974214517876,0.5306292129190882,0.6375399303281157,0.5673097095679649,6
0,bpd_any,3.955340547756941e-127,0.6436467802165322,0.42911358029315233,0.6560655241426865,0.47938627607182627,6
0,ivh_any,5.268143538013052e-132,0.6460395097374648,0.4557953473709429,0.6725955422054731,0.5462817216197551,6
0,nec_any,0.0035238103832268956,0.5264115722705025,0.11271198395838483,0.5365694754521857,0.15908788722035389,7
0,rop_any,2.126157716802834e-121,0.6312762903575297,0.5351796632180156,0.6431613976069056,0.5718800202192732,7
0,bpd_any,7.826522590223882e-158,0.66030606874832,0.44424220517993546,0.6739899402469409,0.4969820287147023,7
0,ivh_any,2.3430121224499142e-139,0.6501121451472427,0.4648069561590858,0.6761124645572147,0.5520473116673497,7
0,nec_any,0.0014520396314789497,0.5288209690355102,0.11233113487376473,0.5424256828695584,0.1585853112009879,8
0,rop_any,7.672381311231322e-101,0.6194460845070422,0.5228112208489615,0.629475146759435,0.5582190000600209,8
0,bpd_any,2.536421327431464e-153,0.657968468851371,0.44280150871826074,0.6715307934971906,0.4958200070592174,8
0,ivh_any,3.727013701207416e-143,0.6521737417136364,0.46361258871307265,0.6801163369094774,0.5554499747917214,8
0,nec_any,0.0031245624858433456,0.5267491538293385,0.117756024243371,0.5403605157166261,0.17224949948876156,9
0,rop_any,3.3448472297937962e-124,0.6328081473456122,0.5389613970892799,0.644612496760726,0.5757853961285683,9
0,bpd_any,1.3625139297730922e-152,0.6575868405022847,0.4417095909155085,0.6716718547770196,0.49445389842216514,9
0,ivh_any,3.1696521613957995e-136,0.6483911925688107,0.4542254882944344,0.6740790637653484,0.542340944217902,9
