,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,4.274507889498197e-09,0.5531614047012055,0.12396256213187304,0.5755444437795835,0.18066492233376247,0,4
0,rop_any,2.5499021155158333e-49,0.5827148169014085,0.49018295466399064,0.5893665940240533,0.5211495406052666,0,4
0,bpd_any,1.221778484478643e-35,0.5746268503003632,0.3657023948360643,0.5865743621655258,0.4138042179292153,0,4
0,ivh_any,5.914612534051912e-39,0.577986095562214,0.37995569745553814,0.5960597933917091,0.45638915305683153,0,4
0,nec_any,2.2850051111698274e-08,0.5505881030866048,0.1231211452428213,0.5710271646727714,0.17902745731849418,1,4
0,rop_any,1.3755693497396628e-46,0.5803032892741061,0.490073219739874,0.5868654250166625,0.5208554608384428,1,4
0,bpd_any,9.874457553644385e-38,0.5768939037143892,0.3671567860635191,0.5891199568859805,0.41593678582406834,1,4
0,ivh_any,1.0957374154722392e-41,0.5807978615541184,0.3841644345165467,0.599407292816528,0.46134903268175365,1,4
0,nec_any,1.3801732935936815e-08,0.5513748735087056,0.12279719256826216,0.5738291453968464,0.17869523096166157,2,4
0,rop_any,6.423781375098301e-51,0.5840942491874322,0.49507914914281886,0.5908066963803323,0.52682560969241,2,4
0,bpd_any,2.570960926212204e-38,0.577515374261173,0.36963630020901894,0.590017033623132,0.41870378050927864,2,4
0,ivh_any,2.754221263829158e-42,0.581402170175483,0.38406114621731635,0.5997173545593231,0.46151774651240707,2,4
0,nec_any,1.2096070393241123e-09,0.555023848766357,0.12399965422528805,0.5773384723076225,0.18112564537332015,3,4
0,rop_any,3.3307129639270706e-50,0.583480338028169,0.49252774090722634,0.5902438133451398,0.5236063583737778,3,4
0,bpd_any,2.5693120643163325e-37,0.5764492350915397,0.368256768192118,0.5884609239463005,0.41665887162747794,3,4
0,ivh_any,5.528070169706877e-40,0.579057028717496,0.38232330940017145,0.5973932317407027,0.4592372541260561,3,4
0,nec_any,7.294646542621563e-08,0.5487311783125518,0.1226559819880565,0.571165603347598,0.17907421200071286,4,4
0,rop_any,1.2019834623160135e-47,0.581246127843987,0.49070498186116807,0.5880673080508989,0.5218571526767233,4,4
0,bpd_any,2.4776372800597625e-36,0.5753850764520276,0.3678952300749134,0.5877171756916623,0.4173568833289894,4,4
0,ivh_any,3.727982575281555e-38,0.5771441104744963,0.37837145174469666,0.5961940190374954,0.455883596451504,4,4
