,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,2.9313954472435553e-16,0.5740062290176458,0.13324483169746668,0.614932729249803,0.20507746277710678,0,44
0,rop_any,2.017545755923037e-104,0.6215888017334779,0.518676681896705,0.6313004430275044,0.5518161502169983,0,44
0,bpd_any,2.117088920971093e-131,0.6460778413299085,0.42108908477319973,0.6592467725012839,0.4725950981474857,0,44
0,ivh_any,3.210197836253746e-146,0.6538171041466239,0.46204009041990535,0.6818737208731851,0.5490899892010388,0,44
0,nec_any,2.4031330319434714e-16,0.5742227480930397,0.13043839920009004,0.6172164193039867,0.20117432626072732,1,44
0,rop_any,1.6683832285710949e-102,0.6204459024918744,0.5219541105481901,0.6306326218564698,0.5559320795602624,1,44
0,bpd_any,4.80500707420279e-128,0.6441712642032728,0.42291698470553973,0.6575868189900549,0.47407459834153254,1,44
0,ivh_any,3.0307998650302644e-133,0.6467343730334011,0.4540591146542734,0.6752197061886289,0.543197732434329,1,44
0,nec_any,5.981839525666573e-17,0.5757211903862273,0.13267485984904637,0.6141868884711729,0.199500049152833,2,44
0,rop_any,7.902508747947475e-110,0.6247555016251354,0.5263189879691925,0.6347456153855717,0.5593488741289899,2,44
0,bpd_any,2.5812759856609155e-131,0.6460292391207303,0.4262584747364195,0.6594191601970072,0.47683803641051026,2,44
0,ivh_any,2.3822218150282767e-140,0.6506536999308112,0.45957056192909607,0.6792643372429622,0.5473772146246395,2,44
0,nec_any,4.7482991435407465e-17,0.5759672512410261,0.1323762547661979,0.6180994736364274,0.20397739945194185,3,44
0,rop_any,7.88906666997047e-103,0.6206405373781149,0.5213096037151213,0.6302087957167952,0.5543628558194261,3,44
0,bpd_any,1.0119762490220045e-128,0.6445576260193492,0.4250103538305908,0.6577977178475,0.474998645631717,3,44
0,ivh_any,2.4954737758568774e-138,0.6495496658500983,0.45817568916763296,0.6780077817806648,0.5455288374249161,3,44
0,nec_any,2.4120492176570093e-15,0.571670618841014,0.13328973846480915,0.607318408694181,0.19856193121559704,4,44
0,rop_any,2.712306507782642e-106,0.6226940671722644,0.5260604554394751,0.6325971088941142,0.5591476358133253,4,44
0,bpd_any,3.260417014767532e-132,0.6465357002833663,0.42537262952583305,0.6593514249083633,0.47620679577173286,4,44
0,ivh_any,1.0549885349081852e-139,0.6503013918072214,0.45825735067710005,0.6786835194755951,0.5467781711914407,4,44
