,task,pval,auroc,aupr,auroc_strict,aupr_strict,iter,n_features
0,nec_any,1.6330291917871413e-10,0.5578609001113268,0.12093006956261916,0.5869704382167603,0.17950051025237682,0,15
0,rop_any,6.090493360290526e-68,0.5975890790899241,0.49889491901055033,0.6060207179665679,0.5307404485901811,0,15
0,bpd_any,2.7381298380810955e-89,0.6199873673866739,0.40548731884543604,0.6284818294774736,0.45008675117896574,0,15
0,ivh_any,3.834022106005974e-57,0.5951655743755333,0.3914485724549205,0.6160640240798504,0.46865515049159195,0,15
0,nec_any,6.0019960699553815e-06,0.5409700597458738,0.11569143212236269,0.5691108174832764,0.17117109550850046,1,15
0,rop_any,5.843089750065777e-68,0.597602374864572,0.502206622850243,0.6059847249700936,0.5330297891726223,1,15
0,bpd_any,5.9192183990809476e-90,0.6204432260047091,0.40499567298206207,0.6297121305677622,0.44979831503716866,1,15
0,ivh_any,7.829851718656886e-63,0.5999399494044474,0.39903888275280686,0.6206917024802134,0.47683809005915684,1,15
0,nec_any,2.391927955499353e-10,0.5573305052847665,0.12179615322267821,0.5849034656223304,0.18083197401611437,2,15
0,rop_any,1.6317694375047784e-75,0.6030288190682557,0.5053971431399655,0.6117537979591856,0.5373545308976165,2,15
0,bpd_any,2.3914970953816538e-94,0.6234121000725428,0.40724912789843426,0.6324076115613141,0.4528599614922665,2,15
0,ivh_any,7.69671677725556e-58,0.5957634204352661,0.39320895325916105,0.616885035108098,0.47110574153912865,2,15
0,nec_any,2.1604294137536026e-10,0.5574724234501468,0.12091201595542102,0.5856872206724083,0.17793484720034383,3,15
0,rop_any,1.0632268125591126e-69,0.5988785612134344,0.5047563122008519,0.6065211009419952,0.5349606341269546,3,15
0,bpd_any,3.726777175715517e-86,0.6178160924093172,0.39717063785514617,0.6269020632741852,0.44174710057536004,3,15
0,ivh_any,2.819877255672438e-56,0.5944174146490668,0.39622122826820727,0.6149968825981035,0.47395377881717393,3,15
0,nec_any,2.4672881687449413e-08,0.5504673120437085,0.1185906867441591,0.5769907313791922,0.1739461779529279,4,15
0,rop_any,1.9573412100069608e-72,0.6008520390032502,0.5044887050711915,0.6085668495322536,0.5354928861324759,4,15
0,bpd_any,1.2230533157087628e-90,0.620910749945159,0.4026750351847647,0.6294865156875113,0.4474539987866636,4,15
0,ivh_any,1.0019519193166112e-57,0.5956654771612678,0.3945858228436194,0.6164394700957887,0.4708770815718708,4,15
